industry,business name,address,external link,phone number,additional_info,emails,business hours,bullets-container,teaser
Automotive,Gillette Automotive,"5554 W Ridge Rd Spencerport, NY 14559",,(585) 352-7030,"Auto Body Paint & Repair, Automotive Repair",[],Business Hours: Mon. - Fri. 9am - 5pm;Sat. - Sun. CLOSED,,
Automotive,Total Automotive,"2125 Eggert Rd Buffalo, NY 14226",,(716) 834-2296,"Auto Diagnostics, Automotive Sales & Services, Automotive Repair, Mastercard Accepted, Debit Card Accepted, Heating & Air Conditioning, Toyo, Clutch Repair, Tune Ups, Tires, Muffler Repair, Yokohama, Repair Shops, Auto Inspections, Auto Glass, Tires & Wheels, Residential Glass, Diesel Fuel, Continental, Oil Changes, Used Car Dealers, Computer Repair, American Express Accepted, Brake Repair, Auto Parts & Accessories, Radiator Repair, Auto Body Paint & Repair, Smog Testing, Discover Accepted, Truck Repair, Visa Accepted",[],"Business Hours: Mon-Fri 8:00 AM-5:30 PM,Sat 8:00 AM-4:00 PM,Sun Closed",,
Automotive,Curci's Automotive,"328 Clove Rd Staten Island, NY 10310",,(718) 442-3589,"Auto Body Paint & Repair, Automotive Repair, Engine Repair",[],Business Hours: Mon. - Fri. 9am - 5pm;Sat. - Sun. CLOSED,,
Automotive,Seasonall Automotive,"515 N Main St Newark, NY 14513",,(315) 331-6477,"Towing & Wrecking, Muffler Repair, Tires & Wheels, Towing, Automotive Repair, Auto Inspections, Unclassified, Auto Parts & Accessories, Radiator Repair",[],"Business Hours: Mon-Fri 8am-5pm, Sat 8am-2pm",,
Automotive,Ana's Automotive,"3518 Delavall Ave Bronx, NY 10475",,(718) 708-5450,"Towing & Wrecking, Automotive Repair, Auto Body Paint & Repair",[],,,
Automotive,International Automotive,"644 Ridge Rd Webster, NY 14580",,(585) 787-1110,"Clutch Repair, Tune Ups, Auto Inspections, Truck Repair, Automotive Repair, Muffler Repair, Brake Repair, Tires, Radiator Repair, Mufflers & Exhaust Manufacturers, Oil Changes, Auto Diagnostics, Auto Parts & Accessories",[],"Business Hours: Monday 7:30:00 AM - 5:30:00 PM, Tuesday 7:30:00 AM - 5:30:00 PM, Wednesday 7:30:00 AM - 5:30:00 PM, Thursday 7:30:00 AM - 5:30:00 PM, Friday 7:30:00 AM - 5:30:00 PM",,
Automotive,Gallaways Automotive,"2 Chichester Ave Center Moriches, NY 11934",,(631) 909-4103,"Automotive Repair, Auto Inspections, Brake Repair",[],,,
Automotive,Pro Automotive,"34 Oriskany Blvd Yorkville, NY 13495",,(315) 768-1800,Automotive Repair,[],,,
Automotive,Felleman's Automotive,"3540 US Highway 9W Highland, NY 12528",,(845) 691-2262,Automotive Repair,[],,,
Automotive,Jlc Automotive,"351 Orchard St Rochester, NY 14606",,(585) 235-2830,Automotive Repair,[],,,
Automotive,Dachs Automotive,"9211 Avenue L Brooklyn, NY 11236",,(718) 649-2626,Automotive Repair,[],"Business Hours: Mon-Fri 7am-5:30pm, Sat 7am-3pm",,
Automotive,Sparx Automotive,"10726 Rockaway Blvd Ozone Park, NY 11417",,(718) 848-7535,Automotive Repair,[],"Business Hours: Mon-Fri 9am-6pm, Sat 9am-5pm",,
Automotive,Forbes Automotive,"919 Youngs Rd Delanson, NY 12053",,(518) 875-6790,Automotive Repair,[],,,
Automotive,Blaesi's Automotive,"981 Hudson Ave Rochester, NY 14621",,(585) 266-8100,"Mastercard Accepted, Professional Services, Auto Parts & Accessories, Automotive Repair, Visa Accepted",[],,,
Automotive,Xtreme Automotive,"20 Kensico Rd Thornwood, NY 10594",,(914) 495-3716,"Automotive Repair, Used Car Dealers",[],,,
Automotive,Degug Automotive,"5021 W Ridge Rd Spencerport, NY 14559",,(585) 697-0430,Automotive Repair,[],,,
Automotive,Specialty Automotive,"2699 Benson Rd Skaneateles, NY 13152",,(315) 685-6623,"Automotive Repair, Business Management Consultants",[],,,
Automotive,Dan's Automotive,"964 US Route 9 # H Hudson, NY 12534",,(518) 821-9452,"Auto Parts & Accessories, Automotive Repair",[],Business Hours: Mon-Fri 9am-6pm,,
Automotive,Keystone Automotive,"3805 Walden Ave Lancaster, NY 14086",,(716) 681-9777,"Radiator Manufacturers, Automotive Repair, Auto Parts & Accessories, Wholesale Auto Parts, Manufacturers, Wholesale Used Auto Parts, Wholesale Importers, Wholesalers, Auto Body Equipment Manufacturers",[],,,
Automotive,Arrigo Automotive,"11128 W Perrysburg Rd Perrysburg, NY 14129",,(716) 532-4726,Automotive Repair,[],,,
Automotive,Apex Automotive,"205 Lake Rd Dryden, NY 13053",,(607) 345-6607,Automotive Repair,[],,,
Automotive,Advent Automotive,"6146 Route 96 Farmington, NY 14425",https://apis.elocal.com/tracker/track?q=d350e624bae0c9c1300413d7b2ce40c6b34c09df6def72bd72917c5e83f4187e29e373edfd377539ee9d23cf1921304b460ed93e5d60e1493f00aecde85a6b6d5b995d3c4c031e4189283fd9d4dc261b3710b4c6deabb55095a7a3ae6aff8dcf35f1eb8183e41cb8a8cdb1d1425a283e56c156b58a65e71e68a71299839a06ce20e6013c442cc528eac5660a62689970c44ff3786943cf35786d7c9351518eb2d68538e3a68bc880dd41755dff829f9dc6609b049ea47fe50f275ea2dba342df1d7765fe671ff19444ccbc77f380d986d675f80df4849702e9abb7d6bb0725be91e1efcc791bd69e3ad14b307aead138ef7f262c22aad8d3726211c2abbf39696d72d95c749c5b86ace3c567161423205a1ae6ca23fefb4ca49bae491e7c1116faef2a65d5b00a93ce8412b70506792a18a40f3f39325f66bcf6972643ba4b26b3974ec589bab2666688f39628f68fbad070d6bc47f3c66558ffee5f5ca61738138054159ee0573e6fc8b0f64f06a026aa318f059aa51f4f9f1d6a4d172651b319530ff676079a9e610c5e388578a6579dd97079964e8c82116e909d61d10a46189adc2f6c1ea1347b8a94c8a00a130ea04b89bc00d73683084ce63bd9bb56d2aed0c0d86ca6c020daa3e3509b7849b149757bc01e1edfc0fa33d2a6a88ee27c96c915afb90de12bb1394252b31cf2d4f927a8d58b77ae5e04fae1d69fc7b8a86c957ccb31fe33a1c8e74db3a5744355d2eec4f1915a582af88bb767db73a89dcd725ff295264f0bfe305f8ab8d9a3bdfdabc4dcc7b7ebe4a85933abdb867f9a774cb0d3fc6f6da275b434f5724d1939f69f8b0da6ab11dafc1b0031a2f3e13bd8504b99fd31ab73cf08356b1ce97184fcca6660cb7d32a3677a39e332af4eeee454f4ac643228e5473aafe1c8bd2aa5a311f1c7bd764692fd1dd52d653984a6d06ea69f83d74687c0e57f3b43fa81ff8c1852b64d2964e5e2e4b00dcfe31ead,(585) 742-5410,"At Advent Auto, we specialize in Complete Auto Repair of all makes of domestic and foreign vehicles with 100% guaranteed service by our ASE certified, factory trained technicians. The auto experts at Advent Auto have over 50 years of combined mechanical experience and use only state of the art equipment. You want to get the most from your car and you don't want problems -- That's why preventative maintenance and quality repair are important considerations. With that in mind, why not take advantage of our experience to keep your vehicle running efficiently for years to come? We care about our customers. Each vehicle is added to our database to maintain records of repair and maintenance history. As a AAA Approved Auto Repair facility, both of our locations are inspected and tested every year to make sure that we meet AAAs highest standard for service. Not only are we judged by the AAA for the services we provide, but also by our local reputation, appearance, staff qualifications and equipment. When you choose a AAA Approved Auto Repair shop, you know that your car will be cared for by reliable technicians who can take care of all your auto maintenance and repair needs on the spot. . . . . . . . . . .",[],,,
Automotive,Butler Automotive,"1526 William St Buffalo, NY 14206",,(716) 424-2723,"Automotive Repair, Used Car Dealers",[],Business Hours: Mon-Sat 10am-4:30pm,,
Automotive,Cruise Automotive,"511 Fulton St Farmingdale, NY 11735",,(516) 586-5720,Automotive Repair,[],,,
Automotive,Northridge Automotive,"3059 Sweden Walker Rd Brockport, NY 14420",,(585) 637-0455,Automotive Repair,[],,,
Automotive,Ambr Automotive,"451 W Clarkstown Rd New City, NY 10956",,(845) 426-2731,Automotive Repair,[],,,
Automotive,Automotive Forecasters,"23 Marion Pl South Huntington, NY 11746",,(631) 271-2462,Automotive Repair,[],,,
Automotive,Araz Automotive,"202 Twin Oaks Dr # 206 Syracuse, NY 13206",,(315) 415-0393,Automotive Repair,[],,,
Automotive,Lakeside Automotive,"4578 Lake Rd S Brockport, NY 14420",,(585) 637-8320,"Truck Rentals, Automotive Repair",[],,,
Automotive,Lane's Automotive,"575 Cobb St Groton, NY 13073",,(607) 898-3934,"General Merchandise Stores, Automotive Repair",[],,,
Automotive,Vinnie's Automotive,"275 County Route 57 Phoenix, NY 13135",,(315) 695-2299,Automotive Repair,[],,,
Automotive,Dynamic Automotive,"4 Wurts St Kingston, NY 12401",,(845) 331-1008,Automotive Repair,[],,,
Automotive,Steve's Automotive,"88 Island Rd Averill Park, NY 12018",,(518) 766-5599,Automotive Repair,[],,,
Automotive,Broadway Automotive,"4519 Broadway New York, NY 10040",,(212) 569-6401,"Used Car Dealers, Automotive Repair, American Express Accepted, Mastercard Accepted, Discover Accepted, Visa Accepted",[],Business Hours: Mon. - Sun. 24 Hours,,
Automotive,Cyclone Automotive,"2732 W 15th St Brooklyn, NY 11224",,(718) 265-8697,"Automotive Repair, Towing & Wrecking",[],,,
Automotive,Calasso Automotive,"81 Hilltop Ave New Rochelle, NY 10801",,(914) 301-3352,Wholesale Automotive,[],,,
Automotive,Nick's Automotive,"701 Pine Ave Niagara Falls, NY 14301",,(716) 282-9855,"Mastercard Accepted, Visa Accepted, Automotive Repair, Discover Accepted, American Express Accepted",[],,,
Automotive,Erie Automotive,"741 Erie Blvd W Rome, NY 13440",,(315) 336-3100,"Automotive Repair, Professional Organizations",[],,,
Automotive,Andy's Automotive,"16 Pleasant St Norwich, NY 13815",,(607) 336-2639,Automotive Repair,[],,,
Automotive,Boreanaz Automotive,"518 Rhode Island St Buffalo, NY 14213",,(716) 886-9878,Automotive Repair,[],,,
Automotive,Donnelly Automotive,"4411 Buffalo Rd North Chili, NY 14514",,(585) 594-8000,Automotive Repair,[],,,
Automotive,Whalen Automotive,"76 Crabapple Ln # 1 Watervliet, NY 12189",,(518) 272-8601,"Mastercard Accepted, American Express Accepted, Repair Shops, Muffler Repair, Discover Accepted, Clutch Repair, Diesel Fuel, Used Car Dealers, Automotive Repair, Tires, Computer Repair, Tune Ups, Auto Parts & Accessories, Smog Testing, Radiator Repair, Automotive Sales & Services, Brake Repair, Truck Repair, Oil Changes, Tires & Wheels, Heating & Air Conditioning, Visa Accepted",[],"Business Hours: Mon 8:00-17:00, Tue 8:00-17:00, Wed 8:00-17:00, Thu 8:00-17:00, Fri 8:00-17:00, Sat closed, Sun closed",,
Automotive,Darrins Automotive,"800 Burritt Rd Hilton, NY 14468",,(585) 392-2331,Automotive Repair,[],,,
Automotive,Harbor Automotive,"PO Box 30437 Staten Island, NY 10303",,(718) 818-9947,Automotive Repair,[],,,
Automotive,White's Automotive,"221 W Main St Bay Shore, NY 11706",,(631) 859-0815,"General Merchandise Stores, Automotive Repair",[],,,
Automotive,Thurnherrs Automotive,"131 Pavement Rd Lancaster, NY 14086",,(716) 684-4323,"Automotive Repair, Used Car Dealers",[],"Business Hours: Mon-Fri 9am-5:30pm, Sat 9am-1pm",,
Automotive,Jd's Automotive,"1543 Stillwell Ave Bronx, NY 10461",,(718) 828-2100,Automotive Repair,[],,,
Automotive,Hahn Automotive,"994 Carter St Rochester, NY 14621",,(585) 336-2729,"Automotive Repair, New Car Dealers, Wholesale Auto Parts, Auto Part Manufacturers, Auto Parts & Accessories",[],,,
Automotive,Tecforce Automotive,"623 State Route 31 Bridgeport, NY 13030",,(315) 633-8452,"Ford, New Car Dealers, Automotive Repair, Used Car Dealers",[],Business Hours: Mon-Fri 8:30-5:30 Sat 10:30-3:30 Sun Closed,,
Automotive,Conesus Automotive,"6206 S Livonia Rd Conesus, NY 14435",,(585) 346-9819,Automotive Repair,[],,,
Automotive,Phil's Automotive,"1364 State Route 104 Ontario, NY 14519",,(315) 524-8129,"Automotive Repair, Auto Diagnostics, Continental, Auto Parts & Accessories, Tires, Oil Changes, Toyo, Wholesale Auto Parts, Yokohama, Towing & Wrecking, Tires & Wheels",[],Business Hours: Mon-Fri 8am-5pm,,
Automotive,Terpstra Automotive,"260 Genesee St Chittenango, NY 13037",,(315) 687-9805,"Wholesale Auto Parts, Auto Part Manufacturers, Automotive Repair, Visa Accepted, Mastercard Accepted, Auto Parts & Accessories, Machine Shops, Automobile Manufacturers",[],"Business Hours: Mon-Fri 8am-6pm, Sat 8am-3pm",,
Automotive,Anything Automotive,"225 Upper North Rd Highland, NY 12528",,(845) 834-3332,Automotive Repair,[],,,
Automotive,Bum Automotive,"156 Willow Rd Dunkirk, NY 14048",,(716) 366-2070,Automotive Repair,[],,,
Automotive,Lands Automotive,"4307 Waterworks Rd Medina, NY 14103",,(585) 798-3974,Automotive Repair,[],,,
Automotive,Vita Automotive,"17 Merritt St Port Chester, NY 10573",,(914) 939-5000,"Auto Repair Manuals, Automotive Repair",[],Business Hours: Mon-Fri 8am-6pm,,
Automotive,Carrific Automotive,"3330 Delavall Ave Bronx, NY 10475",,(718) 320-2333,Automotive Repair,[],,,
Automotive,Dsr Automotive,"10 Carter St Lancaster, NY 14086",,(716) 601-7531,Automotive Repair,[],,,
Automotive,Mccabe Automotive,"824 New Loudon Rd Latham, NY 12110",,(518) 783-3322,Automotive Repair,[],,,
Automotive,Eastside Automotive,"2424 State Route 5 Utica, NY 13502",,(315) 724-3002,Automotive Repair,[],,,
Automotive,Excellent Automotive,"394 Montauk Hwy Eastport, NY 11941",,(631) 325-8301,"General Merchandise Stores, Automotive Repair",[],,,
Automotive,Butch's Automotive,"13097 State Route 176 Hannibal, NY 13074",,(315) 626-2396,Automotive Repair,[],,,
Automotive,Scarsdale Automotive,"858 Central Park Ave Scarsdale, NY 10583",,(914) 725-6324,"Automotive Repair, Discover Accepted, Mastercard Accepted, Visa Accepted, American Express Accepted, Sun Oil, Gas Stations",[],"Business Hours: Gasoline: Daily, 6am - 11pm. Service: Mon - Fri, 8am - 5pm; Sat, 8am - 2pm; Sun, closed",,
Automotive,Network Automotive,"45 Columbus St Auburn, NY 13021",,(315) 282-7000,Automotive Repair,[],,,
Automotive,Perna's Automotive,"3785 Chili Ave Churchville, NY 14428",,(585) 889-9306,"Automotive Repair, Mastercard Accepted, Discover Accepted, Gas Stations, Debit Card Accepted, American Express Accepted, Visa Accepted",[],"Business Hours: Mon-Fri 8am-5pm, Sat 8am-4pm",,
Automotive,Align Automotive,"49 Centershore Rd Centerport, NY 11721",,(631) 754-0314,"Service Centers, Automotive Repair",[],"Business Hours: Sun 8am-1pm, Mon-Fri 8am-6pm",,
Automotive,Walkill Automotive,"19 Bridge St Wallkill, NY 12589",,(845) 895-2500,Automotive Repair,[],,,
Automotive,Tech Automotive,"19 Saw Mill River Rd Hawthorne, NY 10532",,(914) 347-5039,"American Express Accepted, Discover Accepted, Automotive Repair, Visa Accepted, Mastercard Accepted, Gas Stations",[],,,
Automotive,Jam Automotive,"1540 Seneca St Buffalo, NY 14210",,(716) 939-3625,Automotive Repair,[],,,
Automotive,Northshore Automotive,"260 E Jericho Tpke Huntington Station, NY 11746",,(631) 824-6777,Automotive Repair,[],,,
Automotive,Hillcrest Automotive,"12 Hillcrest Ln Morris, NY 13808",,(607) 263-5148,Automotive Repair,[],,,
Automotive,Perry's Automotive,"127 Brook Ave Deer Park, NY 11729",,(631) 274-5248,Automotive Repair,[],,,
Automotive,Childs Automotive,"211 Edie Rd Saratoga Springs, NY 12866",,(518) 580-9101,"Fuel System Repair, Truck Repair, Auto Parts & Accessories, Car Batteries, Automotive Repair",[],Business Hours: Mon-Fri 8am-5:30pm,,
Automotive,Country Automotive,"6145 State Route 227 Trumansburg, NY 14886",,(607) 387-9029,Automotive Repair,[],,,
Automotive,Northway Automotive,"185 Maspeth Ave Brooklyn, NY 11211",,(718) 388-2545,Automotive Repair,[],,,
Automotive,Mowery's Automotive,"40 Portville Ceres Rd Portville, NY 14770",,(716) 933-6710,"Automotive Repair, Used Car Dealers",[],"Business Hours: Mon-Fri 9am-5pm, Sat 9am-2pm",,
Automotive,Automotive Bandb,"2784 W Creek Rd Newark Valley, NY 13811",,(607) 642-3333,Automotive Repair,[],,,
Automotive,Arnold's Automotive,"10 N Main St Newark Valley, NY 13811",,(607) 642-3202,Automotive Repair,[],,,
Automotive,Ken's Automotive,"26369 State Route 283 Watertown, NY 13601",,(315) 777-4034,Automotive Repair,[],,,
Automotive,Foxes Automotive,"293 George Rd Freeville, NY 13068",,(607) 844-3926,Automotive Repair,[],,,
Automotive,Innercity Automotive,"1425 Blondell Ave Bronx, NY 10461",,(347) 281-5469,"Auto Parts & Accessories, Automotive Repair",[],,,
Automotive,Radd Automotive,"2436 Route 52 Hopewell Junction, NY 12533",,(845) 592-2900,Automotive Repair,[],,,
Automotive,Ruge's Automotive,"6444 Montgomery St Rhinebeck, NY 12572",,(845) 876-3084,"Used Car Dealers, New Car Dealers, Automotive Repair",[],"Business Hours: Mon-Fri 8am-8pm, Sat 8am-5pm",,
Automotive,Vangelder's Automotive,"3695 Retsof Rd Retsof, NY 14539",,(585) 243-0470,"Computer Repair, Muffler Repair, Heating & Air Conditioning, Automotive Repair, Oil Changes, Tires, Tune Ups, Radiator Repair, Auto Parts & Accessories, Clutch Repair, Smog Testing, Tires & Wheels, Brake Repair, Repair Shops, Truck Repair, Automotive Sales & Services, Used Car Dealers",[],"Business Hours: Mon 8:00-17:00, Tue 8:00-17:00, Wed 8:00-17:00, Thu 8:00-17:00, Fri 8:00-17:00, Sat closed, Sun closed",,
Automotive,Carmen's Automotive,"1224 Wolf St Syracuse, NY 13208",,(315) 475-1711,"Mastercard Accepted, Transmission Repair, Automotive Repair, Discover Accepted, Used Car Dealers, Visa Accepted, Towing & Wrecking, American Express Accepted",[],,,
Automotive,Western Automotive,"3309 White Plains Rd Bronx, NY 10467",,(718) 519-6502,Automotive Repair,[],,,
Automotive,Ondish Automotive,"42679 State Highway 30 Margaretville, NY 12455",,(845) 586-4734,Automotive Repair,[],,,
Automotive,Piermont Automotive,"15 Piermont Ave Piermont, NY 10968",,(845) 613-7672,Automotive Repair,[],"Business Hours: Open Monday - Friday; 8am - 5pm, Saturday; 8am - 1pm, Sunday closed",,
Automotive,Phoenix Automotive,"2255 Givan Ave Bronx, NY 10475",,(347) 945-1881,Automotive Repair,[],,,
Automotive,Stanzko Automotive,"5247 Broadway St Lancaster, NY 14086",,(716) 685-6906,Automotive Repair,[],Business Hours: Mon-Thu 8am-5pm,,
Automotive,Dboyz Automotive,"10 County Highway 78 Middletown, NY 10940",,(845) 775-3335,Automotive Repair,[],,,
Automotive,Zakia's Automotive,"572 56th St Niagara Falls, NY 14304",,(716) 283-4088,Automotive Repair,[],,,
Automotive,Buffalo Automotive,"1503 William St Buffalo, NY 14206",,(716) 897-0466,Automotive Repair,[],,,
Automotive,Automotive Center,"532 Madison Ave New York, NY 10022",,(646) 237-9546,Automotive Repair,[],,,
Automotive,Nastra Automotive,"1385 Lakeland Ave Bohemia, NY 11716",,(631) 225-1225,Automotive Repair,[],"Business Hours: Mon-Fri 7:30am-4:30pm, Sat 8:30am-12:30pm",,
Automotive,PM Automotive,"176 Child St Rochester, NY 14611",,(585) 434-0777,Automotive Repair,[],,,
Automotive,Advent Automotive,"400 Avis St Rochester, NY 14615",,(585) 254-8920,"Mastercard Accepted, Automotive Repair, Brake Repair, Discover Accepted, American Express Accepted, Visa Accepted",[],Business Hours: Mon-Fri 7:30am-6pm,,
Automotive,DC Automotive,"209 Main St Binghamton, NY 13905",,(607) 484-0544,Automotive Repair,[],,,
Automotive,Orlando Automotive,"320 Ridge Rd Lackawanna, NY 14218",,(716) 823-2125,Automotive Repair,[],,,
Automotive,Nico's Way Automotive,"1531 Lakeland Ave Bohemia, NY 11716",,(631) 319-6095,"Tires & Wheels, Auto Parts & Accessories, Oil Changes, Engine Repair, Used Car Dealers, Smog Testing, Cash, Auto Body Paint & Repair, Transmission Repair, Muffler Repair, Truck Repair, Radiator Repair, Tune Ups, Automotive Sales & Services, Diesel Fuel, Clutch Repair, Brake Repair, Repair Shops, Computer Repair, Check, Automotive Repair, Heating & Air Conditioning, Tires, American Express Accepted",[],Business Hours: Mon-Fri 8am-6pm; Sat 8am-1pm,,
Automotive,Diane's Downtown Automotive,"435 W State St Ithaca, NY 14850",,(607) 272-2886,"Trailer Rental, Brake Repair, Muffler Repair, Engine Repair, Gas Stations, Discover Accepted, Truck Rentals, Visa Accepted, Automotive Repair, American Express Accepted, Oil Changes, Auto Diagnostics, Marine Service Station, Mastercard Accepted, Auto Parts & Accessories, Mufflers & Exhaust Manufacturers, Auto Leasing, Auto Rentals, Auto Inspections",[],Business Hours: Mon 07:30 PM-06:00 PM;Tue 07:30 PM-06:00 PM;Wed 07:30 PM-06:00 PM;Thu 07:30 PM-06:00 PM;Fri 07:30 PM-06:00 PM;Sat 07:30 PM-06:00 PM,,
Automotive,J Tech Automotive,"1840 State Route 13 Cortland, NY 13045",,(607) 753-1714,"Auto Inspections, Automotive Repair",[],,,
Automotive,David's Star Automotive,"303 Hopkins St Buffalo, NY 14220",,(716) 824-8595,"Tune Ups, Tires & Wheels, Muffler Repair, Automotive Sales & Services, Clutch Repair, Auto Body Paint & Repair, Smog Testing, Auto Parts & Accessories, Tires, Oil Changes, Used Car Dealers, Truck Repair, Brake Repair, Radiator Repair, Diesel Fuel",[],"Business Hours: Mon 8:00-17:00, Tue 8:00-17:00, Wed 8:00-17:00, Thu 8:00-17:00, Fri 8:00-17:00, Sat closed, Sun closed",,
Automotive,Four Corners Automotive,"12366 Broadway St Alden, NY 14004",,(716) 937-3589,"Automotive Repair, Auto Inspections, Inspection Services",[],,,
Automotive,All Phase Automotive,"30 New St Nyack, NY 10960",,(845) 727-7710,"Auto Body Paint & Repair, Automotive Repair",[],Business Hours: Mon. - Fri. 9am - 5pm;Sat. - Sun. CLOSED,,
Automotive,Nu-Life Automotive,"15 Elmgrove Park Rochester, NY 14624",,(585) 429-6846,"Tune Ups, Auto Diagnostics, Muffler Repair, Oil Changes, Mufflers & Exhaust Manufacturers, Automotive Repair, Auto Parts & Accessories, Brake Repair, Manufacturers, Auto Inspections, Clutch Repair, Tires, Truck Repair, Radiator Repair",[],Business Hours: Mon-Fri 8am-5pm,,
Automotive,Ivan & Izac Automotive,"109 Lyons St Newark, NY 14513",,(315) 331-2512,"Window Tinting, Automotive Repair, Auto Detailing, Used Car Dealers",[],,,
Automotive,Bob & Don's Automotive,"2229 Kensington Ave Amherst, NY 14226",,(716) 839-5335,"Auto Inspections, Smog Testing, Brake Repair, Auto Parts & Accessories, Transmission Repair, Automotive Repair",[],Business Hours: Mon-Fri 9am-5pm,,
Automotive,My Glass Automotive,"123 Albany Ave Amityville, NY 11701",,(631) 608-4726,"Residential Glass, Auto Body Paint & Repair, Automotive Repair",[],,,
Automotive,Twin Cities Automotive,"4286 State Route 96 Shortsville, NY 14548",,(585) 289-8248,"Automotive Repair, Auto Inspections",[],,,
Automotive,J & J Automotive,"766 W Genesee St Syracuse, NY 13204",,(315) 472-2800,"Auto Parts & Accessories, Tune Ups, Muffler Repair, Clutch Repair, Tires, Auto Inspections, Oil Changes, Radiator Repair, Used Car Dealers, Consumer Electronics, Truck Repair, Auto Diagnostics, Brake Repair, Toyo, Yokohama, Automotive Repair, Continental, Mufflers & Exhaust Manufacturers",[],"Business Hours: Monday 8:00:00 AM - 6:00:00 PM, Tuesday 8:00:00 AM - 6:00:00 PM, Wednesday 8:00:00 AM - 6:00:00 PM, Thursday 8:00:00 AM - 6:00:00 PM, Friday 8:00:00 AM - 6:00:00 PM",,
Automotive,C & D Automotive,"994 State Route 104 Ontario, NY 14519",,(315) 524-0050,"Automotive Repair, Auto Body Paint & Repair, Auto Inspections, Marine Service Station, Towing",[],Business Hours: Mon. - Fri. 9am - 5pm;Sat. - Sun. CLOSED,,
Automotive,Appel Automotive Svc,"20 Linden Pl Port Jefferson, NY 11777",,(631) 928-1888,"Auto Inspections, Auto Parts & Accessories, Tune Ups, Oil Changes, Automotive Repair, Engine Repair, Brake Repair, Clutch Repair",[],"Business Hours: Mon - Wed, Fri, Sat: 8am - 6pm; Thu, Sun, closed",,
Automotive,Dobbs Ferry Automotive,"241 Broadway Dobbs Ferry, NY 10522",,(914) 693-3344,"Discover Accepted, Mufflers & Exhaust Manufacturers, Visa Accepted, Muffler Repair, Oil Changes, Auto Diagnostics, Brake Repair, Mastercard Accepted, Auto Inspections, Tune Ups, Radiator Repair, Clutch Repair, Truck Repair, Auto Parts & Accessories, Gas Stations, Automotive Repair, Tires, American Express Accepted",[],"Business Hours: Monday 7:30:00 AM - 6:00:00 PM, Tuesday 7:30:00 AM - 6:00:00 PM, Wednesday 7:30:00 AM - 6:00:00 PM, Thursday 7:30:00 AM - 6:00:00 PM, Friday 7:30:00 AM - 6:00:00 PM, Saturday 9:00:00 AM - 1:00:00 PM",,
Automotive,Dougs Automotive Service,"1842 Union Center Maine Hwy Endicott, NY 13760",,(607) 658-0072,"Muffler Repair, Truck Repair, Tune Ups, Auto Inspections, Brake Repair, Auto Diagnostics, Automotive Repair, Oil Changes, Wholesale Industrial Equipment, Wholesale Industrial Supplies, Clutch Repair, Radiator Repair",[],"Business Hours: Mon-Wed 8am-5:30pm, Fri 8am-5:30pm, Sat 9am-3pm",,
Automotive,Huntington Automotive Inc,"128 E Main St Huntington, NY 11743",,(631) 271-6576,"Auto Inspections, Automotive Repair",[],,,
Automotive,Mac Kenzie's Automotive,"5544 Porter Rd Niagara Falls, NY 14304",,(716) 236-7004,"Mastercard Accepted, Automotive Repair, Auto Body Paint & Repair, Visa Accepted, Discover Accepted, Auto Inspections, Auto Parts & Accessories, Oil Changes",[],,,
Automotive,Dapper Automotive Enterprises,"31 Jules Ct Bohemia, NY 11716",,(631) 589-3340,"Automotive Repair, Auto Body Paint & Repair",[],Business Hours: Mon. - Fri. 9am - 5pm;Sat. - Sun. CLOSED,,
Automotive,Barrett Automotive Inc,"1605 New York Ave Huntington Station, NY 11746",,(631) 271-2600,Automotive Repair,[],,,
Automotive,Mondial Automotive Inc,"2844 Borden Ave Long Island City, NY 11101",,(718) 729-9745,"Wholesale Truck Parts, Automotive Repair",[],,,
Automotive,Charlies Hometown Automotive,"1080 Main St Holbrook, NY 11741",,(631) 615-6300,Automotive Repair,[],,,
Automotive,Eastwell Automotive Inc,"1585 McDonald St Bronx, NY 10461",,(718) 892-1717,Automotive Repair,[],,,
Automotive,East Automotive & Fleet,"219 S Center St East Syracuse, NY 13057",,(315) 463-5172,"Automotive Repair, Auto Diagnostics, Oil Changes, Engine Repair",[],Business Hours: Mon-Fri 9am-6pm,,
Automotive,Simplex Automotive Machine,"1810 State Route 80 Tully, NY 13159",,(315) 696-8496,"Race Car Dealers, Automotive Repair, Auto Parts & Accessories, Machine Shops",[],,,
Automotive,My Joe Automotive,"632 Broadway Amityville, NY 11701",,(631) 789-1515,"American Express Accepted, Mastercard Accepted, Visa Accepted, Automotive Repair, Discover Accepted",[],"Business Hours: Mon-Fri 8am-5:30pm, Sat 9am-3pm",,
Automotive,Pegasus Automotive Inc,"3981 Hylan Blvd Staten Island, NY 10308",,(718) 948-9341,"Used Car Dealers, Automotive Repair",[],,,
Automotive,Gallagher's Automotive Repair,"60 Willow Rd Water Mill, NY 11976",,(631) 726-0700,"Brake Repair, Automotive Repair, Transmission Manufacturers",[],"Business Hours: Mon 8am-5pm, Wed-Fri 8am-5pm, Tue 8am-4pm, Sat 8am-1pm",,
Automotive,Stage's Automotive LLC,"94 N Main St New Berlin, NY 13411",,(607) 847-6911,"Automotive Repair, Tires",[],Business Hours: Mon-Fri 8am-5pm,,
