business name,address,external link,phone number,industry,additional_info,emails,business hours
Matthey Automotive,"1931 Olney Ave Ste 400 Cherry Hill, NJ 08003",https://apis.elocal.com/tracker/track?q=73ea7413b3d80363a911d36f310b57d3f5be5a1a66d0177852d7491906a7c9c9bb295d5334a814f2e1e7faac3e150e6d0e9051fe6152d051410c31a428347600f12de4c0857674ccddd3badf8741b97c964968aa4a8009bb60b71bab057e172b27beba2e17a42a1e065c6fa529eddc68f89e05dcc305929d4e205c49251ec4d98f6eed313f81ea7d9807dd9d5fc7134f30b418e8d74e19a7c74c4952372ac5ebef9f0a6384d94e4ff53459557b656ef3855a3c948aee28f51650e0b71afbabf409f2f38b680985004aabb4205a2d3fba03c6324bc65ed69e0509a1b7bbb16d7115f0cd8528555fece8944b8200c84577dba45c59d1304f3fd5d3b72c331029cf5318914198d08def8dc7cdb0bed29050be23d457da467f19cabe4ea8efc34a26d2b7c7ea58ad4dfb16d149605a074c414ca5392cca15ac504cc22561e13d89fdbca768e0e121d063c305819ca3d86f90e8dd871b14def7e973b6af32dbc856391c3cef880d8606dafbc2153d904efcde96931a6a43fd376889dff7ebb9272ce1b6a1e3b1cea45a92fb45b2745ac70d861402dcffac8754088eec324fe332b7d80426d2d7d3b37f9c6bc82262b97eb42f70cfbefb369bc62c412d927fc5dc1376eeed96d267d72fab821dce6c11b6444575c610a79026a4186ef3a79675eb3914d93507633b011e57841b759e65de3861a183ebd2e42ed9e698f7d75843c693aadb78745e4f3441602ee13901bb2bd500abe5ff46fbb52b7c283c3485ad25da87e9bf48a78f1244a045ed70f67d7110f2eb35ecba2ed6154afe211c1486e40cb0ba954b7a3494acde7dc71b707b2795e005bc59c36263726ca16e01746f706fc9d0e41bbd7daac9208e7e434621fabb542aff6135985c853d71f3737743ddb9af4b9683494659554a189b8b021e7a1f996958d8710a1780e48d890ab2435e1cdebeda8ab6440187e5d3fe412213cbd660b32ac6574d1f7397c2e02f9869432302,(856) 751-1671,Automotive,,[],"Business Hours: Mon 08:00-18:00,Tue 08:00-18:00,Wed 08:00-18:00,Thr 08:00-18:00,Fri 08:00-18:00"
Empower Automotive,"587 County Road 519 Belvidere, NJ 07823",,(908) 946-5683,Automotive,Language Schools,[],"Business Hours: Mon 07:30-16:30,Tue 07:30-16:30,Wed 07:30-16:30,Thr 07:30-16:30,Fri 07:30-16:30"
Northway Automotive,"230 Newton Sparta Rd Newton, NJ 07860",https://apis.elocal.com/tracker/track?q=fd059035fcf9ddb8fcfff6bced4632a22ffa85df74d67054ed245fb1ef5fcafd79b45511a5d495e350d358f08178abf6ed10392c081d846305a2c3654bc88844bb7c7206b5aec4f5fc6ed1837093db31655a9a74f7b75fc591521f947a13848aaaf4913aa55b3237f8631031de49995a50a05d89f5e3e57e0734f95d5d45f59e1a06bdbdd71a562f373c4d0d9dbbdac27a106670c21ace83dd36d1c492e73949d3afd270df8d16a3ef889b8f626201aca0802aca6048fd192d70dfda4224e75e18e71351c85f7660d359b344e5e4b40d05ab7e18c79d15ff23d99c0587fdb639a5638259eb49683bba8e0600ac3ee58c5818425772cdf624f3f3e81b6991d26cccd1df5db2762cfcb225a8ac225e6f9c2bf334afc3eb0ed88a65597ae4ccc67ad6b841dbe0c2c59cdbdf0a4ff636a3d6aa4103a49a2b945961abb16288c1f1af477e01d8f140ec29ddcc97fe8fea06dd0ddb7b0fc96d6c8ec3ac9273cc12f77bd69d40a0dedd6555cf3b445e6dbc5641d018e90ec51521e06ffa09f3a579fbbaa46842a33db7c791fc1d4fa972a81a3ba64b430ce839cdd8cac5e911ffd924ab929c4e64f9c19dc27a09c3061c5aed69e314f007ca4ae6e86b07a83ca5494d47cbe1a458ec3f1d76efc52758b7ebcaf5e6b3b9acbd76fe498b4b4d8c823c9f49260c03dc2dadd7f86af54621c17dbf2ae57bc49fbfeab9a91f2a5c94c25924da212ecedfc359b2aafad1f1f685ca8c8bfc8ec343315db626e18c73800e9c303a2d5911c6e127a13b1e7e065ffc46bb1ec4cca9a6d004a9ba86c006739811345f3bcdefaa1d243491e830009d9c84a2ec7798a49e80bfadacf8a7483e25fc1438b6c1ea5a91d887d3a3b0aa9a84d42be092511ec82a1b301dc0d93c9af668f2c43693a4983c799afbe71f510247b266b52b27ab5b03f9dde8dbb47f19c2e83f3f4b45ed04299457a74c1deabdb0acfd8c,(973) 940-0601,Automotive,Agriculture & Forestry,[],
Automotive Handlers,"1368 Ringwood Ave Haskell, NJ 07420",,(973) 616-0355,Automotive,Used Car Dealers,[],"Business Hours: Mon-Thu 9am-8pm, Fri-Sat 9am-6pm"
Gaynor Automotive,"85 Greenwood Ave Montclair, NJ 07042",,(973) 744-0887,Automotive,Transmission Repair,[],
Integrity Automotive,"1971 N Black Horse Pike Williamstown, NJ 08094",https://apis.elocal.com/tracker/track?q=00609006a1e9590a88b708d98e774702df4d9dcfd74f510dfabacf648d7f1a9d2e92ff92f9bdd134c921df40e782fdba36cd1df1117a1ec929d7b618968ac7c063e65beea1cbfec965b94d37f0c4c48817836c34f4f6aba77cdbe8f901fcfd7d9b37ff74ac952d69568c962b2938912c280551c65d5274f420e88f922be82321751dde854fc7f7beb8250698447c8b3b2ae407d000dd2570c3cdf877b3bfbff7d75ff1772c438b2a95c078341ee57d37f5228f9116ffd3ed93ab258c326a5f367763ea40fce6f6a5f2ea29baaa6df5f0faadf8a1dc8af1ae01595f6a9b9483e00440197400c05ec3029ee058502f23309fc596d192a4d86509c77d8893743f24a6ea2974f047a6e1b26016595a3182363f8ca2dfa8b24ce6d8b0b02976cf1f74e16b8817a05d0c0f5af1fb7ee71a3bb20a0d0b87b6ede5968f5441642daccb8efd7efc6b84c3d2e5824df392fc73944a41b77fe62d31ae2cb2b9e01affd22b0c1204a54ec4c724520a68381628b83b2b21d74836e0a25e8097b576a890646f0f784835f4593b5545c4561cb9d283a2384b4803fe19f6ef20539059a8e88ebfb441f4c3492396046cbfaf821df590cc171809dca176114ad42d0f8ef8d98afe42dcb44a48f6b076734049c61e097a2d740d4c3ee399a22e26c62e1c3c5b3ad30b4ce3c23c9560190f83af926f786e8e5d3609f57f703134917fb907a063bc72ac90e199da1cbfc341ab9f751fe259aae63004aa04dbeb55c6679a66a878e9118206728b7ffb6a9ba1540fb7ab0d6b39deb9266e9f6c5244461db1cc9e2bc20f1786ba95819f9eed8f4bea63570669ce4681a4d7f7bda2d9b202c1531541aff426c5084ccab6d5537a9420c6ff342b13eeffe31d51ce7968ce19e30f3d84c0d3d21585284db685c96fa5d54d2984ed446a1d4409debe054b438dd6b3b182a9f717da7995d15a73a022fa8962e7518252a5,(856) 629-6906,Automotive,,[],"Business Hours: Mon 08:00-17:00,Tue 08:00-17:00,Wed 08:00-17:00,Thr 08:00-17:00,Fri 08:00-17:00,Sat 08:00-16:00"
Enhanced Automotive Syst Tech,"4404 Sylon Blvd Hainesport, NJ 08036",,(609) 267-2223,Automotive,"Automotive Repair, Educational Services, Training Consultants, Government Contractors",[],
Mjm Automotive Inspections & Appraisals,"30F Pristine Pl Sewell, NJ 08080",,(856) 905-7792,Automotive,Automotive Repair,[],"Business Hours: Mon 9am-12am, Tue 12am-5pm, Wed-Fri 9am-5pm"
Johnnys Automotive & Trck Repr,"220 Belview Rd Phillipsburg, NJ 08865",,(908) 213-2050,Automotive,Automotive Repair,[],
East End Automotive Repair,"7 River Dr Elmwood Park, NJ 07407",,(201) 797-1008,Automotive,Automotive Repair,[],Business Hours: Mon-Fri 8am-5pm
J J Enterprises Automotive,"120 Sandford St Ste R1 New Brunswick, NJ 08901",,(732) 246-9350,Automotive,Automotive Repair,[],"Business Hours: Mon - Sat, 7am - 7pm; Sun, closed; Call all other times for emergency services"
C D Automotive LLC,"560 Salem Quinton Rd Salem, NJ 08079",,(856) 935-4487,Automotive,Automotive Repair,[],
Laneve S Automotive LLC,"124 Hamburg Tpke Bloomingdale, NJ 07403",,(973) 838-6339,Automotive,Automotive Repair,[],
Pro Automotive of Nj,"666 US Highway 46 Kenvil, NJ 07847",,(862) 251-7800,Automotive,Automotive Repair,[],
Done Right Automotive Repair,"227 Pemberton Browns Mill Rd Browns Mills, NJ 08015",,(609) 248-5179,Automotive,"Automotive Repair, Auto Parts & Accessories",[],
Hi Ho Automotive Warehouse,"931 US Highway 9 South Amboy, NJ 08879",,(732) 727-4849,Automotive,Automotive Repair,[],
Brake Stop Automotive LLC,"12 Warren Dr Marlboro, NJ 07746",,(732) 462-3018,Automotive,Automotive Repair,[],
A To Z Automotive,"305 Saint James Ave Merchantville, NJ 08109",,(830) 672-9006,Automotive,Automotive Repair,[],
V & P Automotive Inc,"399 Atlantic City Blvd Bayville, NJ 08721",,(732) 237-9910,Automotive,Automotive Repair,[],
K D Automotive Services,"1150 Burnt Tavern Rd Brick, NJ 08724",,(732) 458-3636,Automotive,"Wholesale Trailer Hitches, Storage, Mayflower Transit, Gas Stations, Gulf, Trailer Rental, Automotive Repair, Auto Rentals, Mastercard Accepted, Discover Accepted, Self Storage, Rental Services, Truck Rentals, Visa Accepted, American Express Accepted",[],"Business Hours: Service hours: Mon - Fri, 8am - 5pm; Sat, 8am - noon; Sun, closed. Gas hours: daily, 5am - 10pm"
Pace Automotive Svc Ctr,"14 Whitney St Newark, NJ 07106",,(973) 372-8110,Automotive,Automotive Repair,[],
Jab Automotive Svc Ctr,"200 Ford Ave Fords, NJ 08863",,(732) 738-5424,Automotive,Automotive Repair,[],
H & A Automotive LLC,"161 Kinderkamack Rd Emerson, NJ 07630",,(201) 483-9913,Automotive,Automotive Repair,[],
M & R Automotive Repair,"1788 State Route 35 South Amboy, NJ 08879",,(732) 762-4387,Automotive,"Tires & Wheels, Automotive Repair, Brake Repair, Muffler Repair",[],Business Hours: Mon 07:30 AM-06:00 PM;Tue 07:30 AM-06:00 PM;Wed 07:30 AM-06:00 PM;Thu 07:30 AM-06:00 PM;Fri 07:30 AM-06:00 PM;Sat 07:30 AM-06:00 AM
Ken Modina Automotive Ctr,"1865 Vauxhall Rd Union, NJ 07083",,(908) 378-5155,Automotive,Automotive Repair,[],
Mike's Automotive Svc Ctr,"433 N Main St Manahawkin, NJ 08050",,(609) 978-7291,Automotive,Automotive Repair,[],
T & S Automotive Repair,"917 State Route 36 Union Beach, NJ 07735",,(732) 888-1835,Automotive,"Automotive Repair, Engine Repair",[],
Ball Street Automotive Repair,"1292 Clinton Ave Irvington, NJ 07111",,(973) 373-7855,Automotive,"Automotive Repair, Professional Services, Transmission Repair",[],
Big Al's Automotive Llc,"1512 Highway 77 Bridgeton, NJ 08302",,(856) 459-1500,Automotive,"Used Car Dealers, Automotive Repair",[],
Peace Of Mind Automotive,"709 Lake Shore Dr Apt 1 Parsippany, NJ 07054",,(973) 887-2140,Automotive,"Auto Body Equipment Manufacturers, Auto Parts & Accessories, Wholesale Automotive, Automotive Repair",[],"Business Hours: Mon-Fri 8am-5:30pm, Sat 8:30am-3pm"
Edward Deleo Co Automotive,"53 Dwight Pl Fairfield, NJ 07004",,(973) 439-6801,Automotive,"Advertising, Advertising Agencies, Sewing Contractors, Automotive Repair",[],
Valley Automotive Ii Inc,"300 Valley St South Orange, NJ 07079",,(973) 378-2275,Automotive,"Auto Dealers, Automotive Repair",[],
Mike's Automotive Svc Ctr,"2973 Middle Rd Barnegat, NJ 08005",,(609) 698-2780,Automotive,Automotive Repair,[],
Ross Automotive Technician Shp,"14 Lincoln Ave Trenton, NJ 08609",,(609) 599-3231,Automotive,Automotive Repair,[],
Mosley Automotive Group Llc,"719 Raritan Rd Clark, NJ 07066",,(732) 734-4499,Automotive,Automotive Repair,[],
Z N G Automotive LLC,"961 State Route 36 Leonardo, NJ 07737",,(848) 300-2997,Automotive,Automotive Repair,[],
K R K Automotive Inc,"228 Claremont Ave Verona, NJ 07044",,(973) 857-4328,Automotive,Automotive Repair,[],
Mike's Transmission and Automotive Repair,"427 Paterson Ave Wallington, NJ 07057",,(201) 933-6465,Automotive,"Automotive Repair, Transmission Repair",[],
B & J Automotive Repair Co,"320 Windsor Ave Westfield, NJ 07090",,(908) 789-9200,Automotive,Automotive Repair,[],
Up-N-Running Automotive Repair,"15 Lackawanna Pl South Orange, NJ 07079",,(973) 763-6069,Automotive,Automotive Repair,[],
Eagle Automotive Car Care Ctr,"1458 Route 38 Hainesport, NJ 08036",,(609) 265-8999,Automotive,Automotive Repair,[],Business Hours: Mon-Thu 8am-5pm
Cooper Bros Tire And Automotive,"936 N Washington Ave Green Brook, NJ 08812",,(732) 968-3137,Automotive,"Tire Manufacturers, Mastercard Accepted, Tire & Inner Tube Manufacturers, Yokohama, Visa Accepted, Continental, Tires, Tires & Wheels, Cooper Tire, Wholesale Tires, Toyo, Automotive Repair",[],"Business Hours: Mon-Fri 8am-5pm, Sat 8am-2pm"
"Wildgen's Automotive, Inc.","963 State Route 12 Frenchtown, NJ 08825",https://apis.elocal.com/tracker/track?q=a744b1f8fdee7dd27baec389393ad8a2fd40d6a217e9f139fdf79239c18ee5b846a7739e6af6ac9c6213eb77e4d34fcaa6488fafeb1e6b5bac6f593a7c59cf2b79722d4babf0996cd93b08fb454adc9be4d39f6d00da54513d877d433fd04e35727b6781ec9a9f1a2afbdab219803844977c934bb0c659a902230fa6fb2fbe17dd5191ff6c06bc734eba6d162293d7cf753c2703c1310a30c9751137d94a3de51a9cbce2713f37cb84574abe805b665e1f69450af0752b3cfdadbb1ced835df2d630c1a9580b0ac24f665701508592d0a7ddaa0dabd4abda557290444344d9c16a02d74105baacfb0e7681d9ea9ec4cd9f56d5b209874ec4986e36c3218913341f8cc5ed7577a3c65edd94d81e2950e551a88b8e217c007daf9e7ad5f1d044a2a6f9461b0c28885e79418de4b50a424e7c072cc01fce7f4ec4572353a8be2ea3b0541ca0c5bda6344fe96c73176148ca3dcf9a1a6bf69ba60724b067a102a2f8b9f50c48561c7766d51d5903763ccfdba32844349c98389ac723c0a5a5df758072a7a2a379626e2e067c8a5c2ecfd1403f1237d4f1e7bbe8d2599fb7c33bbff9e0465ad8330d8c4d2ffa75ca5ae5e8aad6c3f50fd783a16c43a962acbd3c218575f4e4f496547bf2ee2073cabb70dbce545019d6480a4e58624866007390dc85708fb4834f263adfdfa25111385c4d24f146c222d3175ee9b41618ccae192fd06bfea3daa591c74bc44281f5980bc9cd7bf797f96121783da0bfc017834be03ebfaa86870a682dbc6da06a349c41435655a034993220e7385ee8b7f8c81d72aedc215113518130c71a3276af02a04711bc9577225d8e422a90d257127fc058cb088ecdb7a8c66df6520e17426c7c63773a410fea95d0eb76f9b84bc84d77647da4fea72ddb74b6efd9b5fa47d7e376855a887d47b23fa64c0fc920b948e8ffb5,(908) 996-4495,Automotive,"Wildgen's Automtive has been serving the Hunterdon county area with the best quality care for years. Services include: Auto & Truck Repairs Foreign & Domestic A/C Repair & Service Brakes, Tune Ups, Exhaust Electrical, Tires, Shocks, Batteries Engine Replacement Computer Diagnostics< Repair, Re-programing of all Vehicle Computer Components Please contact us with any issues you may have. We would be happy to help and look forward to earning your business.",[],
Marlboro Automotive Glass,"400 Hamilton Blvd South Plainfield, NJ 07080",,(908) 756-9092,Automotive,Wholesale Glass,[],
ASC Automotive INC,"25 W Highland Ave Atlantic Highlands, NJ 07716",https://apis.elocal.com/tracker/track?q=565c55dc79945fb17ca29778018050470b41e71056ec681a3b89f3cc57a36fadfdddaf967e34a31274864afcddf7ac2ab91e690e01111d3e6737493d5ecb770b2b8e93bcb66c12ac5b0919dcd81205890ac65b1795fd84561e30d0c6c258e49fa029d53bb6b6a6e696bf113c8655295995281b814e5be4fdb9d7ba9e5c88a386b71bea859189f095404e43bf13ab3a33dce6add858f0aa2811adc2328a47560eedd487ca719d66c1c1f6e2c650c59273a6d81bdabc54ecd0161a6b40c74be3c222cf46988632ce0cf9d59eb97bec500255d043d1406e2351268fb285473e23e3c586e265a1764bcc03630707175c0bcd4523a9f4d3dd5e20913edf2e86a3645368155436d367df2931eb3d4ffe6da034f2053c15fb3b0cace5e857dd7becc2f9814a51bd6a8428d2f38a7163f440fc125242029e22a8d66ef2a8e38f3e645818b013ff712cc2d51b7da5ad9192ce785f779ed56d9f456352c051a49c874c62767b12d1aaa951d57a3901f755dae07e9690408fe93e04795a5875b985f7e1b12cf87dbd42ea971d1af7740b34ed82116ef49a198f313a8112f57b574309fee3c17cd5d8dbe59799f759929c27a1143ada60c00c0caa97bc4910335fed3ab75fee45ce12aef3e005975372bbaa091ba7728901c9f953861dac6b8cdb93d91c7dc0eea0c946b0f4e9458652d7a15b7cd078d89c33de75b38c96c19be7d24343358ffe14ce4f38b6a834b90c83b98130c72db09293c511f163ec23f3c1c373efc06c17df92b4ad5b4681f2950d693503886424df8b1bdbd4261dac41b7ba3639af7178aecba57fc9e2aca77ed86b6f116dee26f1705454d61138143f2943bbc4b0c36424c2187e742b67af92ab2c068862ffedf66722563d5b6010de3963385f497f8ec94bf0e91ba793863e898795572150011115b165b105cdcbabd28f82197f9df91870bd2627666277192c2283ecd3b0,(732) 872-2010,Automotive,Agriculture & Forestry,"['dzhou@support.websitepro.hosting', 'ascautomotive@gmail.com']",
L & S Automotive,"181 Ridge St Newark, NJ 07104",,(973) 482-2918,Automotive,Agriculture & Forestry,[],"Business Hours: Mon 08:00-17:30,Tue 08:00-17:30,Wed 08:00-17:30,Thr 08:00-17:30,Fri 08:00-17:30"
Wholesale Automotive Group,"700 N Black Horse Pike Blackwood, NJ 08012",,(888) 210-8861,Automotive,"Audi, Lincoln-Mercury, Honda, GMC, Jeep, Toyota, Cadillac, Volkswagen, BMW, Pontiac, Used Car Dealers, Chevrolet, Nissan, Lexus, SUVs, Hyundai, Mercedes-Benz, Ford, Used Truck Dealers, Acura, Chrysler-Plymouth",[],Business Hours: Mon-Thu 8:30am-8pm; Fri 8:30am-7pm; Sat 9am-5pm
All Star Automotive,"789 N Green St Little Egg Harbor Twp, NJ 08087",,(609) 296-0026,Automotive,Unclassified,[],
Djinn Automotive Designory,"79 Hillside Ave Tenafly, NJ 07670",,(551) 999-1375,Automotive,Auto Parts & Accessories,[],
RDN Automotive Repair,"344 S Main St # D Barnegat, NJ 08005",,(609) 698-2100,Automotive,Machine Shops,[],"Business Hours: Monday 9:00 AM-5:00 PM, Tuesday 9:00 AM-5:00 PM, Wednesday 9:00 AM-5:00 PM, Thursday 9:00 AM-5:00 PM, Friday 9:00 AM-5:00 PM"
Honda Automotive Specialists,"261 Main St Hackettstown, NJ 07840",,(908) 850-5815,Automotive,"Civic, Honda, New Car Dealers, Fit, Element, CR-V, Pilot, Honda, Crosstour, Accord, Odyssey, Used Car Dealers",[],
Johnny Muffler's Automotive,"240 Dover Rd Toms River, NJ 08757",,(732) 244-7757,Automotive,"Johnny Muffler's Automotive has been in business and running strong now since 1999. We are a full service shop that makes sure your car is safe and running was great as it can. We do it all! Brake Jobs, Tune-ups, Steering and Suspension, Engine work, Transmission work and so much more. If it's hot out, we'll fix your A/C, if it's cold we'll fix your heat. Call or stop in today!",[],"Business Hours: Mon - Fri 8:00 am - 5:00 am, Sun Closed"
Harris Automotive Group,"1010 US Highway 206 Bordentown, NJ 08505",https://apis.elocal.com/tracker/track?q=df0ddbce0211a8cecb3672b6db2732d83029648c88f2f982ac5d7b254b5c082edab53b0a3434552fc8b9622f5262fd38608fd80ce22b2831ada38df65ed527d9531c577412df4eca1a3d3e10ac9e38a23604813ca5db3cc9ebcccef8243ada17d690b565c4d19f5d1a8519ab781e9f62b5d72528e7b5fe78d6b406fbab08239b3deadc25015b8213b425b5c39c3dea977e3ddb0c47eb9de290b916240970ac7f52772e2172cc94778ef60c07e25bfc3a0c84d2081684227f4031baa3d8dd2361dbf1a4551a57ecc9e1fc4087f54560da6c15c6c21bbf2625d216b7b285e53fd69d83a0da04abf52d7d11d835ee13352893bc05218b5bb10b64d26591566ec31c527d31b40117b502bb4c652c212f81b05f4d1ceee76837ee19bd4df3f9efa2e1c4add0dd982cf53568c122190c1b5a667fee178d58bf26039a9b4b2fb54fea324409d4c65c818146bb014844e12b6d60e6b3bee54fcd5cbf6e0985627d4b1166d398be6066c1663d241bac4e69a33ed252f19228caa95a2df397963044751cfd8496c1f3e55a385d181eef5b15cc194bb4c6f78f0a8434d3e1172e7d3ee5af42abaa2e0dd008d2e63242e9e39fab69bc944d528e13fad0d8443ff82fec9cd1e3a977d3fb9ebde64eb0bc2c52eff8c1a62bba8819129084149eb8c2bd1385def9ae32a5d95738f6dd72f60f00c09e809f5ab61b243083027a8d8e06f37235dc74ca2b319cb515faf214e9ce3a5cb19ffe96fd625e02869d0144446dd8d12fd6e0a3a40e65679067c2f2d1aeb4a772996f016b80a9b01c2a7d4424edbecb8c44c2c557bf547c994975b7a0368a7e2bf4a369478e14c5d9556678cfdf4169f7325431fa060275b4cd78f7b7bbafde6566862ff9febd05229e21cc02cfc68d4883f894f60d576af5955d85aeae51a20230d2652a14a3e7661118d0555787b3bc4852cf8212f59f11efdf352293ccf3ad6033,(609) 298-9006,Automotive,"We have been providing budget friendly used car options for the past 18 years! Harris Automotive Group LLC is the premier buy here and pay here used car dealer in Bordentown, NJ. We make car buying easy with our 100% guaranteed financing! All of our cars go through a rigorous, multi-point inspection and reconditioning process before we offer them for sale to you.",[],"Business Hours: Mon - Thu 9:00 am - 7:00 pm, Fri 9:00 am - 6:00 pm, Sat 9:00 am - 5:00 pm, Sun Closed"
North East Aviation Iii,"106 Sharon Rd Ste B Trenton, NJ 08691",,(609) 259-6877,Maintenance and Repair,"Flight Training, Aircraft Schools, Vocational Schools, Aircraft Rental, Airport Consultants, Aircraft Repair & Maintenance",[],
Blairstown Airport-1n7,"36 Lambert Rd Ste 2 Blairstown, NJ 07825",,(908) 362-8965,Maintenance and Repair,"Airports, Aircraft Repair & Maintenance, Air Travel, Airport Consultants, Aviation Consultants",[],
Marlboro Aircraft Svc,"1717 State Route 34 Wall Township, NJ 07727",,(732) 938-5078,Maintenance and Repair,Aircraft Repair & Maintenance,[],
Camping World,"602 Heron Dr Swedesboro, NJ 08085",,(856) 241-1765,Maintenance and Repair,"Recreational Vehicle Repair, RV Parts & Equipment, Sporting Goods, Trailer Repair, RV Rentals, Recreational Vehicles, RV Dealers, Shop Online, Trailer Dealers, RV Repair, Wholesale Trailers, Camper Dealers, Repair Shops",[],"Business Hours: Mon-Fri 8am-7pm, Sat 8am-6pm"
Hoboken Transmission,"662 Communipaw Ave Jersey City, NJ 07304",,(201) 209-1372,Maintenance and Repair,"Engine Repair, Volkswagen, Firestone, Dodge, Antique & Classic Car Restoration, Hyundai, Oil Changes, Acura, Transmission Repair, Automotive Repair, Brake Repair, Chevrolet, Tune Ups, Lexus, Nissan, Honda, Auto Restoration, BMW, Service Centers, Auto Parts & Accessories, GMC, Muffler Repair, Kia, Truck Repair, Volvo, Motorcycle Repair, Jeep, Mercedes-Benz, Towing, Toyota, Audi, Mazda, Chrysler-Plymouth, Goodyear, Ford, RV Repair",[],Business Hours: Monday - Friday: 08:00am - 06:00pm Saturaday: 08:00am 04:00pm
B & J Flying Svc,"403 Airport Dr Williamstown, NJ 08094",,(856) 728-9114,Maintenance and Repair,Aircraft Repair & Maintenance,[],
Signature Flight Support,"1 Airport Rd Ste 100 Morristown, NJ 07960",,(973) 292-1300,Maintenance and Repair,"Aircraft Repair & Maintenance, Airline Tickets, Aircraft Support, Airport Consultants, Aircraft Dealers, Other Social Services",[],
AMC Aviation 12,"1200 S Stiles St Linden, NJ 07036",,(908) 474-0271,Maintenance and Repair,"Aircraft Dealers, Aircraft Repair & Maintenance, Movie Theaters",[],
Teterboro Airport,"200 Fred Wehran Dr Teterboro, NJ 07608",,(201) 288-7660,Maintenance and Repair,Aircraft Repair & Maintenance,[],
Signature Flight Support,"401 Industrial Ave Ste 1 Teterboro, NJ 07608",,(201) 288-1880,Maintenance and Repair,"Aircraft Repair & Maintenance, Airports, Government Contractors, Auto Leasing, Motor & Generator Manufacturers, Wholesale Transportation Equipment",[],
Edison Collision,"848 US Highway 1 Edison, NJ 08817",,(732) 287-5230,Maintenance and Repair,"Mastercard Accepted, Manufacturers, RV Repair, Auto Body Paint & Repair, Recreational Vehicle Repair, Antique & Classic Car Restoration, Tires & Wheels, Towing, Visa Accepted, Government Contractors, Wholesale Automotive, Automotive Repair, Discover Accepted, Auto Repair Manuals",[],Business Hours: Daily 24 Hours
Thales Avionics Services Worldwide,"140 Centennial Ave Piscataway, NJ 08854",,(732) 242-6300,Maintenance and Repair,"Cutting Tool Manufacturers, Aircraft Parts Manufacturers, Industrial & Commercial Machinery Manufacturers, Aircraft Repair & Maintenance, Wholesale Machine Tools, Aircraft Parts, Government Contractors",[],
E & E Rv Repair,"209 Lehner Rd Woodbine, NJ 08270",,(609) 425-5449,Maintenance and Repair,"RV Repair, Recreational Vehicle Repair, Automotive Repair",[],
Jet Care Intl,"3 Saddle Rd Cedar Knolls, NJ 07927",,(973) 292-9597,Maintenance and Repair,"Aircraft Repair & Maintenance, Government Contractors, Labor Unions, Aviation Consultants",[],"Business Hours: Mon-Fri 7am-6pm, Sat 9am-1pm"
Regins Rv Svc,"104 Valley Rd Sussex, NJ 07461",,(973) 670-5478,Maintenance and Repair,"Recreational Vehicle Repair, RV Repair, Recreational Vehicles",[],
B P Air,"70 Stacy Haines Rd Ste A Lumberton, NJ 08048",,(609) 714-5800,Maintenance and Repair,Aircraft Repair & Maintenance,[],
