industry,business name,address,external link,phone number,additional_info,emails,business hours,teaser
Automotive,Bruce Automotive Svc,"290 Lyons Ave Newark, NJ 07112",,(973) 705-3380,Automotive Repair,[],,
Automotive,Mike's Automotive Inc,"19 Jackson Ave Pompton Plains, NJ 07444",,(973) 839-5548,Automotive Repair,[],,
Automotive,Grm Automotive Svc,"312 State Rt 94 Vernon, NJ 07462",,(973) 764-5110,Automotive Repair,[],,
Automotive,Star Room Automotive,"1 Alvis Ct Marlton, NJ 08053",,(856) 334-5333,Automotive Repair,[],,
Automotive,517 Transmissions & Automotive,"18 Main St Ogdensburg, NJ 07439",,(973) 823-6320,"Auto Parts & Accessories, Automotive Repair, Transmission Repair",[],"Business Hours: Mon-Tue 8am-5pm, Thu-Fri 8am-5pm, Wed 8:30am-5pm, Sat 8am-1pm",
Automotive,T & T Automotive,"546 Pennington Ave Trenton, NJ 08618",,(609) 396-2765,"Automotive Repair, Auto Parts & Accessories, Transmission Repair",[],,
Automotive,Freehold Tire & Automotive,"837 State Route 33 Freehold, NJ 07728",,(732) 780-7599,"Tires, Continental, Yokohama, Toyo, Automotive Repair",[],,
Automotive,Mayer's Automotive Svc,"240 Taunton Blvd Medford, NJ 08055",,(856) 983-3199,Automotive Repair,[],Business Hours: Mon-Fri 8am-5pm,
Automotive,South Side Automotive,"492 Old Georges Rd North Brunswick, NJ 08902",,(732) 246-0448,Automotive Repair,[],Business Hours: Mon-Fri 9am-5pm,
Automotive,Abba Automotive LLC,"39 Broadway Elmwood Park, NJ 07407",,(201) 796-8000,Automotive Repair,[],,
Automotive,Thrust Automotive & Engines,"247 W Union Ave Bound Brook, NJ 08805",,(732) 952-3450,"Tires, Automotive Repair",[],"Business Hours: Mon-Fri 7am-5:30pm, Sat 7am-1pm",
Automotive,Main St Automotive,"390 Main St Little Falls, NJ 07424",,(973) 256-5565,Automotive Repair,[],,
Automotive,Quality Automotive Co,"25 Summit Ave Summit, NJ 07901",,(908) 277-4222,"Auto Parts & Accessories, Wholesale Auto Parts, Wholesale Automotive, Generator Manufacturers",[],,
Automotive,Don's Precision Automotive,"498 Lakehurst Rd Browns Mills, NJ 08015",,(609) 893-2700,Automotive Repair,[],"Business Hours: Mon 9am-5pm, Wed-Fri 9am-5pm, Tue 9am-4:30pm, Sat 10am-4:30pm",
Automotive,"Superior Automotive, LLC","434 S Egg Harbor Rd Hammonton, NJ 08037",,(609) 704-0070,"Clutch Repair, Computer Repair, Auto Parts & Accessories, Truck Repair, Brake Repair, Heating & Air Conditioning, Automotive Sales & Services, Automotive Repair, Tune Ups, Oil Changes, Continental, Repair Shops, Tires, Toyo, Tires & Wheels, Yokohama, Diesel Fuel, Radiator Repair, Muffler Repair, Used Car Dealers, Smog Testing",[],"Business Hours: Mon-Fri 9am-6pm, Sat 8am-12pm",
Automotive,Heitz Automotive Testing,"6 Moores Mill Mount Rose Rd Pennington, NJ 08534",,(609) 466-2071,"Automotive Repair, Professional Services, Government Contractors, New Car Dealers",[],,
Automotive,Pro Stock Automotive,"646 Bergen Blvd Ridgefield, NJ 07657",,(201) 945-1274,"Automotive Repair, Auto Parts & Accessories",[],,
Automotive,Complete Care Automotive,"37 Terhune Ave Lodi, NJ 07644",,(973) 470-0349,"Automotive Repair, Auto Parts & Accessories",[],Business Hours: Mon-Sat 8am-6pm,
Automotive,J S Automotive,"376 Lackawanna Pl South Orange, NJ 07079",,(973) 763-2644,"Automotive Repair, Antique & Classic Car Restoration",[],,
Automotive,Withers Automotive Inc,"27 Washington Ave Apt A Collingswood, NJ 08108",,(856) 854-0348,"Industrial & Commercial Machinery Manufacturers, General Industrial Machinery Manufacturers, Machine Shops, Automotive Repair, Auto Parts & Accessories",[],"Business Hours: Mon - Fri, 10am - 5pm; Sat, 10am - noon; Sun, closed",
Automotive,Reliable Automotive Equipment,"58 Leonardville Rd Middletown, NJ 07748",,(732) 495-7900,"Auto Parts & Accessories, Shop Online, Automotive Repair",[],,
Automotive,Cassman Automotive LLC,"401 State Rt 23 Franklin, NJ 07416",,(973) 827-0988,Automotive Repair,[],"Business Hours: Mon-Fri 8am-5pm, Sat 8am-1pm",
Automotive,S & L Automotive,"1406 Chambers St Trenton, NJ 08610",,(609) 341-8778,"Gas Stations, Automotive Repair",[],,
Automotive,Element Automotive SVC,"274 W Washington Ave Washington, NJ 07882",,(908) 223-7348,"Engine Repair, Automotive Repair",[],,
Automotive,T M Automotive,"468 Teaneck Rd Teaneck, NJ 07666",,(201) 357-2618,"Auto Parts & Accessories, Automotive Repair",[],,
Automotive,Donovan's Automotive Inc,"200 N Pavilion Ave Riverside, NJ 08075",,(856) 461-4525,"Brake Repair, Automotive Repair, Transmission Repair, Auto Parts & Accessories, American Express Accepted, Discover Accepted, Visa Accepted, Mastercard Accepted",[],Business Hours: Monday-Friday 8:00 AM - 5:00 PM,
Automotive,T & R Automotive,"427 N Main St Barnegat, NJ 08005",,(609) 242-5404,"Transmission Repair, Automotive Repair",[],,
Automotive,D & M Automotive Inc,"959 Monroe St Union, NJ 07083",,(908) 687-8344,"Auto Parts & Accessories, Yokohama, Brake Repair, Auto Body Paint & Repair, Continental, Automotive Repair, Transmission Repair, Tires, Toyo",[],"Business Hours: Mon-Fri 8am-5pm, Sat 8am-3pm",
Automotive,Advanced Automotive & Tire Svc,"700 Crossway Pl Westfield, NJ 07090",,(908) 233-1110,"Tires, Automotive Repair, Toyo, Visa Accepted, Mastercard Accepted, Continental, Yokohama, Brake Repair, Auto Inspections",[],,
Automotive,Gt Japanese Automotive Inc,"1816 Woodbridge Ave Edison, NJ 08817",,(732) 985-1760,"Automotive Repair, Auto Rentals, Auto Part Manufacturers, Auto Inspections, Wholesale Auto Parts, Brake Repair, Auto Parts & Accessories, Smog Testing, Tires",[],Business Hours: Mon-Fri 7:30am-6pm,
Automotive,Carbone Automotive Repair Inc,"141 Stuyvesant Ave Lyndhurst, NJ 07071",,(201) 372-0111,"Fashion Designers, Clothing Accessories, Auto Diagnostics, Automotive Repair, Sleepwear, Clothing, Women's Clothing, Auto Inspections",[],Business Hours: Mon-Fri 8am-5pm,
Automotive,Dtr Automotive Svc Ctr,"422 Demarest Ave Closter, NJ 07624",,(201) 784-9032,"Mazda, Truck Repair, Roadside Assistance, Pontiac, Muffler Repair, Oldsmobile, Isuzu, Engine Repair, Toyo, Chevrolet, Tune Ups, Wholesale Liquid Gas, Tires & Wheels, Ford, Auto Parts & Accessories, Yokohama, Infiniti, Auto Lock-Outs, Lincoln-Mercury, Land Rover / Range Rover, Continental, Dunlop Tire, General Tire, BMW, Towing & Wrecking, Uniroyal Tire, Chrysler-Plymouth, Clutch Repair, Armstrong, GMC, Acura, Volkswagen, Mitsubishi, Mercedes-Benz, Jeep, Nissan, Auto Inspections, Goodyear, Oil Changes, Brake Repair, Kia, Volvo, BF Goodrich, Tires, Honda, Radiator Repair, Saab, Auto Wreckers, Suzuki, Dodge, Motorcycle Repair, Michelin, Toyota, Transmission Repair, Cooper Tire, Cadillac, Towing, Saturn, Buick, Pirelli, Porsche, Firestone, Hyundai, Audi, Lexus, Jaguar, Subaru, Automotive Repair",[],"Business Hours: M-F 7:00am - 6:00pm, Sa 8:00am - 3:00pm",
Automotive,Eagle Automotive Service Inc,"2820 S Main Rd # 5 Vineland, NJ 08360",,(856) 470-0907,"GMC, Lexus, Auto Parts & Accessories, Engine Repair, Truck Repair, Saab, Antique & Classic Car Restoration, Towing, BMW, Volvo, Tires & Wheels, Infiniti, Auto Inspections, Goodyear, Michelin, Firestone, Armstrong, Beauty Salons, Saturn, Dunlop Tire, Auto Restoration, Mercedes-Benz, Towing & Wrecking, Muffler Repair, Toyota, Continental, Oldsmobile, Cooper Tire, Yokohama, Motorcycle Repair, Cadillac, Lincoln-Mercury, Porsche, Oil Changes, Recreational Vehicle Repair, Automotive Repair, Suzuki, Nissan, Hyundai, Dodge, Buick, Jaguar, Uniroyal Tire, Pontiac, BF Goodrich, Brake Repair, Tires, Jeep, Ford, Kia, Audi, Chrysler-Plymouth, Land Rover / Range Rover, Mazda, Isuzu, Toyo, Subaru, General Tire, Chevrolet, Mitsubishi, Honda, Clutch Repair, Acura, Tune Ups, Pirelli, Transmission Repair, Volkswagen, Radiator Repair",[],"Business Hours: Mon-Sat 9am-6pm, Sun Closed, 24 Hour Emergency Service Available",
Automotive,World Automotive Transmissions II,"453 Van Houten Ave Passaic, NJ 07055",,(973) 471-5505,"Transmission Manufacturers, Auto Diagnostics, Tune Ups, Oil Changes, Truck Repair, Auto Inspections, Mufflers & Exhaust Manufacturers, Auto Parts & Accessories, Transmission Repair, Automotive Repair, Radiator Repair, Tires, Brake Repair",[],Business Hours: Mon 07:30 AM-06:00 PM;Tue 07:30 AM-06:00 PM;Wed 07:30 AM-06:00 PM;Thu 07:30 AM-06:00 PM;Fri 07:30 AM-06:00 PM,
Automotive,Holman Automotive Group Inc,"571 Route 38 W Maple Shade, NJ 08052",,(856) 866-0111,"Wholesale Vehicles, Automotive Repair, New Car Dealers, Auto Body Paint & Repair",[],Business Hours: Mon-Fri 9am-5pm,
Automotive,Sgs Automotive Svc Inc,"201 State Rt 17 Rutherford, NJ 07070",,(201) 508-3100,"Auto Inspections, Automotive Repair",[],,
Automotive,Affordable Automotive Svc Ctr,"479 Brick Blvd Brick, NJ 08723",,(732) 477-9066,"Brake Repair, Toyo, American Express Accepted, Auto Diagnostics, Wholesale Tires, Oil Changes, Cooper Tire, Auto Parts & Accessories, Auto Inspections, Mufflers & Exhaust Manufacturers, Tires & Wheels, Discover Accepted, Marine Service Station, Tires, Discount Stores, Automotive Repair, Continental, Muffler Repair, Visa Accepted, Mastercard Accepted, Yokohama",[],"Business Hours: Mon-Fri 8am-5:30pm, Sat 8am-4:30pm",
Automotive,Knopf Automotive,"93 Shrewsbury Ave Red Bank, NJ 07701",,(732) 212-0444,"Wholesale Auto Parts, Auto Parts & Accessories, New Car Dealers, Exporters, Wholesale Auto Wrecking, Auto Part Manufacturers",[],,
Automotive,American Automotive,"12 Paulinskill Lake Rd Newton, NJ 07860",,(973) 383-8838,Antique & Classic Car Restoration,[],"Business Hours: Mon - Fri 8:00 am - 5:30 pm, Sat - Sun Closed",
Automotive,Signature Automotive,"1857 Delsea Dr Sewell, NJ 08080",https://apis.elocal.com/tracker/track?q=c0aafcf4c68ca1ec578308928034683bed9f56ac795c00f0c7531c8cc1f6bf94de67c4d9dd99a118071bad7f8fb5a55dff17e7925f9bcddaca47f0c8ad2faefdd92f2e8cd51bde3386b5fcf21b0e68b3c3651cebe9aa59822893fd1e13fab61ccd0e66a0f247d94651d5841422e5b2b0041ceea25fc748d427a7ec7d71b10cc76c5a0af29fc3c82fdbb9063411fb05fa7b7fa83e5cc382b76d0ff201e87f9be1cd745af34c37e48be28862e94afaa09723af5aea72c7263a510c1e3aac05829234fca25c7cd76fe9607a8257ee7454b3d82911e438d2442fbd586783a87edc5d67c22bf683ba569bfbec9320edfe6589ca6d0a189b005aa26e05c36c6b4edb8e7ee7c58cf3cbe486dc305c24ebbe1efe1c3b79d5522c2356ea808de61d550d078818d1db0bc43702d97b395cb86e6756c3d01774d7958b4e136f3dc82dc59491c299f60319c4b83f49981cd9987448c768d9ce58d6a5d88f05b179774c9b4ab7bf535604f2d84148c606465c815724efaa4a0a7f5c5415306b45ec1330978cb7e8ca06c79e218e287a65f74684316dec7ae9ceda5f6e1a5a582726b17a2a3198d823a4119ed5f081348ad8ada7ecc440bba39012bec6e6ee977aa80b91da0fea4335ebc0a6fef5da993b440f0004ea0f964aa317f22960d558b8dbd7f0f5119954d46f2f40b33a96d7cb1c3b83367f724050e09d54779db30401a9521f600aa388412e5702bd29c28e5ae6a4c469b78586ff23a26f095bb6c8c52ef25284c94eae199683286a5600b869b27a31b6c457e9c0534c1660d3562b695ad20bbbcf9ee7f4c072273900c2bb11683e797cecc08f7ff3151e8b4241396863d022e50b86e3482f7fba8c2b8aee8cdc94aa3bc8c632cb05af2044aeb70c5b9a3a2df18e146fb24f38924dba3c53081836a5d716123eb21b9eb0ef81660a39f5d56cea22a6085a85b7e4a2d7452286d8d070c95802688ce0c33baaf951bb5e1197a0cf1378,(856) 464-8900,,[],"Business Hours: Mon 08:00-17:30,Tue 08:00-17:30,Wed 08:00-17:30,Thr 08:00-17:30,Fri 08:00-17:30,Sat 08:00-13:00",
Automotive,JQ Automotive,"1050 Broad St Bloomfield, NJ 07003",https://apis.elocal.com/tracker/track?q=d285d34395d69b5771d439bb4fb8059832a36906727ef7c14b7a4fed137a1c9ac165bd35c2b9c74a2a6cf29c7df9ade65c6306793862da496a497eae1f1d006a48a729c2f8b6362fd220fa5e95ac97f5241aaf0f4b826e9b4a074c6fe64c1258d11ba450fef2f493dad0a7da3382dea528038ee8ec4c3ebf2e4ddd6e0105bb6617e7d5c2cc651cb044a16984c81a1288aaa5b678489d58619c94468e43a48463887c56ff9a20b7e3f9aed08db99ba0e04fbdcf705a75546b63a83c79f0b0c1929ee844f7c65a638fe0d62219209c3f53fdeabbb5284b4bd21da6b7ea16565c2e16573218db5a261f3c791593d069b27b1029561e9a8d63692bf062cedfd3196bb8e4d226b4424343040e317242663255badb8191acd874557452c87bd0d6836ca92312ddaf230f55feefbe694669c25d06f6101139f3ef7db502c8f5c826c1d279f13bc4b97f169dd7e791d39c8fd954944a18b6809aac7a762a76848054b38e6b6c266fbcddf210d4f55134533dfc746ed67ca89edbb37a588abce4a13daa82418800bbd50eed6119c24d47f3c701dda611670b756325d69af94b640fbb06ec0b21c24e54c440016177c062684eec2874d00ef082b0860f86f7fa590b5f58967b416cc6257164231ac51e92a299648e8a7c72f201ff993467399b0f3f9314eac4d250f924bf72f7035655dc5ebd699617a69b38f1c7612e482ac7e05609efcc1a977b9bc1f3c0607a4d00560bfa905f1ba44bc127f25cf41441e298c81a67ac9f3197c18160a4417a07e1fe8b1378d70972c977804c332b7fac04516060457873d7fa2a09d5b2c4187f340b99f3ac37992091e8f03e01b2daf8515f7cd6ccf1d56cd36eebd7e21e07be39f2c8d698b6925d8eaed9a5a8936a51b7dff5af33c52fd115ca57ca9094f17f3659a3985e70482e8bbd8102bf6fda712d8378166687f5cac7ddc678424a20803bf2a6a877e4,(973) 893-9239,"Engineering, Language Schools",[],"Business Hours: Tue 08:00-17:30,Wed 08:00-17:30,Thr 08:00-17:30,Fri 08:00-17:30,Sat 08:00-15:00",
Automotive,Matthey Automotive,"100 W Crescent Blvd Ste A Collingswood, NJ 08108",https://apis.elocal.com/tracker/track?q=b60bcfde49b8acbca83f31ebd5e8c51380fbb92eec5bdbf6a9a422f5f002f7df8be8b1785c3dc23d872c30271ee5616edd363ff74f1a8492e2f8163f5c4f5f55ae677a81c603b9c9eba1fbc25143b01b5ae583e90179ed70e003611057fcde592d75e5081d4d7a871a66f7680bc8430218d3f1ec2f25560c533a555d81cb8d8a169b5f6fd24d889515868c8e3066c332c4e789fe7ec54d5dbd829b88dbea04f6b74a36df2c5e923c69c6e59f13ab114de7e695583cd60c150e4c6296a74c236d0c2c21b183f4c82f08d9f32e250e3cb79ed699281cc2b6a00d3d7ee9351f651e4dbeddb2c159d86df5c39ac451b907ff7b87c9494f5b169bb7ed9a557a6479bf3c255ea18d5d51ef5432134e57438d20d1dbc343375f5f8b83671473c8bfacbe747776cbede1bbaebe608dea1ca3a4e1a3f4d45ab8f75ed9df02849b4cad11c878468cb9f9ee080a1b31fb501c47647306178fd2ec44adec29e9cb56d22927609271bf6265ada7bd3658b392969010f986c9edc3e5b8a1633b915e472b8825dc9daf2f7aaae15d128685a9b111a2e46b0e2305a5743c19b3990fac89826d8d467f5e7339afeb82c46e703f1be9863c98e4b2d1a96f7a89b41ed91f34611392f5abe2ecc001402e0e37f6d0ab8cb20d7e919852d791b2200eb27c1a3c32710df7492ec35b55ce325933c3e9c5c0b632a16940874551637e45ec0034b65513683b830567b5f3dd3f5b6108b3bec0a83fc2269c13470b432594fc78fcc7319ccfd69eb511c204650569d99715de7667a39be4f4618fe4328fce1f94fbb8580da9e952fcb56ef7ab510e07d9893bbe9f49211a5108291993999c2c8611613a3a43d19b979e203698b30b171fc1c383ee64f5f8281f9c7873acb9166d6cb4e869db4f623f3e8e522cbe742add1c752ac0f7b11cbb4c1b3414b1e8689014f7ff3578d7fbd1a9ea5bd43b75ac8625ec646fb0f20dc6274de91a130b71a603d833114d5d0915586be17c7ea83b8ff59aa22fb110,(856) 854-2507,,[],"Business Hours: Mon 08:00-18:00,Tue 08:00-18:00,Wed 08:00-18:00,Thr 08:00-18:00,Fri 08:00-18:00",
Automotive,Northway Automotive,"657 Rt-15 Lake Hopatcong, NJ 07849",https://apis.elocal.com/tracker/track?q=e833c2873210b65a6cf320e6bc1bbadcd9aea08b731aa2bc944db0187b3114de1829cc4f0b54beb5e431cb7898e24d96720580bc4f56694e4ccc69ce1fea29565c31d16265fa6297df4e00ea0e7408b64c0c3af4ff2b642dafaad5c622d6b25c3aeb638e1d86c82be801b307643affc70528cdacfc4e2ca685c69aa1b93db574f5e39b32c30953bc0567b863fc746335986d824b8d78d12b95d27302385cc15944282e782ef285f21165ec4399c68c93137e6d39cd97549eddaf1ef18bb45387754eed809d29b541bb104bfc311312c8ee14bb3c8edaa007ec1638d3d49bc64ed20dbe90151b8e1819c8e87b8dbcbb8ed9741418c12b8f4306d82af49b478af1dc3f17973e71238f793063e32d3c78f0d7b337ada1fbada6bc7e8cd0a16b8271a5d3096f101b08195e02556b586adfef05945fc008182910dda0610792c36295a1b6e0a78c997457f546bf2a2700f1920627eb24729965f559e97827f4b595ca3b3597c169e10a6db87cbdc1089653542c9504c83710387a830cb0265239adcdb493cd2e6bffcb385bf9659b9322d477f85b14e9a39a61f1378d8b10febf36bd64e8e9371efee5d580a329ea93a235f4c6ac349207a58418927f8d4f16d8c7766f8df27cc737e33a3146982a8bb04cdf88339648e724963f64958e06abf052d0334582389ae80ecfd84133ef52b67f5719ac584cd1f496a7828923fbe237ea78c15b4f3f14ef7cefacfaf5d96af2f8c8549dd4ad9c99557cf974d5a6f24b1f5408aadf66221a35ad9921119a1681e2aea7bca576a98bf168f067007caa01714b6866c3a7cc15816959fe67ec6515f2e1f7dd0151bdcbf000c64d1e4b2c3ac8c67d95d1f1ff72f2a49f259995eb47f3311116130d64cc35b917e28c73de516d58d5265d08c4137a9a2e2c35ab9b9d1cfb53c60dce28d534e246412c292f0aa67f523720b085d734268a7ba92c6a0f4d6fe10581e4ec8cfdb9d0f5ae051f02dbd4,(973) 663-3800,Agriculture & Forestry,[],,
Automotive,Valley Automotive,"50 Parker Rd Chester, NJ 07930",,(908) 879-6426,Language Schools,[],"Business Hours: Mon 09:00-17:00,Tue 09:00-17:00,Wed 09:00-17:00,Thr 09:00-17:00,Fri 09:00-17:00",
Automotive,Supreme Automotive,"145 Garside Ave Wayne, NJ 07470",https://apis.elocal.com/tracker/track?q=e57c25c9313489cdc8928a3421f954bf4a429a8f434325d953eea5383044ee83f8bb641765156f27d1718daa3b333b6b3dd5dfb4617fc0bccc1fb862a61c8d10422ecb1becac0ef9effc0c9ba102542e3a673f6cf2fb2d53e0a65e7d9dbec9ea663f006397be986fd8d25e635c6b0713337ea326a719a9f578fcde5349ff4eeafa9845031834b54ce250be3b2b29beec936194f51fa39b75565ef634ce59c71b2266bbbd871d113f66d0b79d84978b291af6d52c4f53c38af421fe5b2a1e415a478c6edccca24b3649fbdf56322a4cf5be6e765c7708b10469536dc19ef89daaac86ecfbcc47f2e51c09c972b07a5ecfaa3dad9133ffea376340b7e46e2046033eb2b5bad173dfa5a30ba329de1531d93606206bfff905bfc8b74c375df26cdbb95dec4972d694a3f82b01b2b18778ccb4860c9bf967af2396f0c7a3a19be70f9e216a6e208b01b2e5b5e0a6b43f9f98c6ef5d87f0e83dcc232bf4b6232efe0fec2a4af77a9f7bd4b340da803321370fef46be975a1379bf8fd02d2d4d8a3253d7cff9251989a90700b40b156589c3efbd4db8b933e718a38f3b2631cbb85bc8129bdf63a9a40eef1a1e32e43208cef0985a245dce56e8cf324d454f7d33d1c99018dfcf83a5d41b55dc1108332ba45a64c45323de7f485b876901b34a2f02e6c2e83802c57b62f6fca8a70d9894a98b71ee06dda73c7735cf077672d5dbec680de07a7174091f95d15614be7a7dd58ef319b1e99501514a2fc1d0d89d8079d51c45f322782fef117380cc8e443a9398597f6b3246adf563a78b2a9ea06a452abf70ffe4f7e2bf2bee90fb959c6154fe205c47986f07cdbb4022a02731a631a209f7b1a0dbb75be84556cb8db28742f10c3c7b311ce53c47845b7a6fd5309dba91d14cf14ac3f2bc37f6b28fab8027ade9624150173a72c8eaa8ea498b246c7fa0e4c58ec38b4c12ad39c4e982adb8fe,(973) 720-9600,Language Schools,[],"Business Hours: Mon 08:00-17:00,Tue 08:00-17:00,Wed 08:00-17:00,Thr 08:00-17:00,Fri 08:00-17:00",
Automotive,Matthey Automotive,"1931 Olney Ave Ste 400 Cherry Hill, NJ 08003",https://apis.elocal.com/tracker/track?q=a1eec8ab983692083ba12376b0ba302ea61bd245fcff3ce9e2ffb77b8a75fc3a3a30e76cf3c6a49ec372c45113ed121a749c485693d36d23788954f3878a7fe38b626cda5f64500af49e08a13460946b1763872cf1111de6d3373997321f11110eeed327ddbb3d0a89e245bfd5d29d51db832129bb6bb186fc39a7aecd74c13c23980837a5246e730aaaaf0ceb672cdb68a4d0dd63d5140e77c2c85991c90d2bb89d37f0f530b95831af5e2a43c37d7b31cd4db9d28cfd3d9c5acb337ac391ed290f99b0914638db094f86b9c0b27f949c7f084d4d21b2a52d8c747bd78121462f56fea984be81913c22b526ce8ba68419cb8db061c74dfa66b191dfffcca22f85d1186486e33a9fe7336dcc43626a6a749c17a4bab2076f0f16a8ca89a0bf29f2d5a3b88e207fb5c18f58265ba69984f5af882d0fb6a6eb16d38857c6557b1f6faefb056902a5ed9adbe8680c8b85d500a7e3d410b251ce4c6a6012067fbe138417711f82940faf8ee7c94692c5992041ca2552a73e195d5f76fc061441fac0a100465bfaa97f6a8ac70927478aef7126d98cced27c3030f61fce2fe5b23c854c4bc6b36469b6eac12a7d04a05b1836f5d166f806f09b0d7663408e9b1310bffa72c419bf5ab73a1d6af5647f871542c42835888aa3287b5ce0e96c968b2a8f0e7051e87825c4b160bf36035397853f04b6aae1165dc86cfab931193b579f1818a151982deb3b2c7b4078fb8559fa8bbda8abf3442600564d2b26a777d252c1c23d1159bc44c8bf11a5e685b3ede0a7a6d641beeddebd1b453cc2b4e8e88a7a7652b92320dfdacdb8a306349427c059a33162ac6a122d3257ba8140682eadde921a51b2c31807f5c6445754d1b37b18bf1edbf3f31894ffb23951351c5acbbb8e67ec57e985c1c94907089b285f2b8ed81d184408b82bed3fc700ccde34d6c3c1e3f968029e060912604f6551b1b8eb4c9684dd39939479374ec1d021750092e93473d320d2824e6849bca2e0436157,(856) 751-1671,,[],"Business Hours: Mon 08:00-18:00,Tue 08:00-18:00,Wed 08:00-18:00,Thr 08:00-18:00,Fri 08:00-18:00",
Automotive,Empower Automotive,"587 County Road 519 Belvidere, NJ 07823",,(908) 946-5683,Language Schools,[],"Business Hours: Mon 07:30-16:30,Tue 07:30-16:30,Wed 07:30-16:30,Thr 07:30-16:30,Fri 07:30-16:30",
Automotive,Northway Automotive,"230 Newton Sparta Rd Newton, NJ 07860",https://apis.elocal.com/tracker/track?q=4b28308abab8b6e28017944fc4ba9ed08cbfe7adde8a85969e362471b66e125ff2d4d3cb146b19a84f3879323adb64dc594392aee7e3f3ec13fe65d1bf374d66405a1cec85866de9fb1d23a8e431e00cc190c5f44c417b3301842b65222561396c2c46c79846ed2c2d362400f8ae60642a7d1984b7088dd99b48946bc427a45ff3dab051c7a89fa772fbfb4e1899124d118dde9dfa381a397378b1a9b9ea0f5b0921450412f0581a477613b9dc271f132ff10cf16fef32158d9e21a4f652044726bcbbe4fd3fb97630d74c30320e0a9f7e5d11533e65b533502363116a7e9070780e517a68855b2a7ef3c2852a8f5b0a0e903fb11055d104a436f52130962b4fae93bd831becbae0ff53a13dda3a0521908f8a831d09653e9d782fe4a6087e5ad73d928e0f912600c077b2ee0c7d1b0636e56424cb2d5b940b11638233c9b2ffa0fd8d0aecd43808b8fc1d4d3d4779b4ba31491d44d17f2b224fc44bcf08b3678c43afd3a48d9027c7f7ec634fcee889c12e0261cb4edfeab98ad08e74e420355a69308f378b32500ab642b3a6b42aaeada957604256a76b4db5dd09b4d9f3c386b1465edc16bff6260a5f38c4967bebd5898b1ed460ef22db4123b8fb6861776b8c71f09d4dcefeb85fc88e6dd860d919f918e98dc6fc32a9ee1faec576162e19a5c69282ab6a783f87a02cfb82ae77864d1a94d7d422766d18b11d27bb30d02e3b994b2677073a12452ed82542f06837129c2edbaa3fa122d65a54ed7b03f7ac364a0f00d1a171b91922639cf196da5d2cf90846e54438ed1b72f908f299f0c313f5089867bd75258cfcc51f755dc8877c556cbb3d24b3e527b726d68f8461b8c19346250df7526fd5f2e04099ec7b5cbe87ddf82d47a1ccd9eb54e459c852673f336a51cac7f0253bd2ad115f3bd8738c545997c63f7310db0b002a068c0aeb28b834eefea5bf799672c1c1d0fbc0db7d65f506c9c59f9c338e0f53d8da56,(973) 940-0601,Agriculture & Forestry,[],,
Automotive,Automotive Handlers,"1368 Ringwood Ave Haskell, NJ 07420",,(973) 616-0355,Used Car Dealers,[],"Business Hours: Mon-Thu 9am-8pm, Fri-Sat 9am-6pm",
Automotive,Integrity Automotive,"1971 N Black Horse Pike Williamstown, NJ 08094",https://apis.elocal.com/tracker/track?q=c6748784837e65657ef26998e2201621578b4bbece2dd40a2e4a2518f21fb8f9fa1513daae02b8022592cc1932ffc0b476d559a2b0847034608654267a30d8e6177d59713036fd4a874e5c5706d7812e84c7567305e9dfafed42a68d4c9e2c110e96031e7ff94ce0ec937050bb6a3136a7e4fcf1166cc368348c888ef012f014f0c179c5b4a9a88ed6c5e60e9a3b8fea1b57f04fd9353f029ee0acbc12f83fa1868f8427e2f6d3c34b8ff3755f08bad5e11681d3f69e7ae37d564ea475084c4ae7aeb6b78a1038b9ae4d3c1cbc5f13a18e631dba0e8a88485a8ea8ba8daa730e38c72113d12e1e3edd905fae2ca0b7226b2f1a5a046cbc20c58ccb31cb54dc973cbcd11634925d3b728a387742bcfd1b9a06794beea825140ffe62eb9cb488f9d91516c9fe74cb51c603f4fc0c29ae438783bb74ba4ce86d4ed413d1b27d8254d9c9f81d57193bf134fa7acb6028f2ce679aabadf947d89b48833d94b694a641eec6cd81452b0b5fe99fb36570befd0da4df9e1fad663e32bc99c496c0067e4cddfba100c7a09e1c8cc43d3f2e946330582320d4f8165e014bb3cbb1f85fe70d6275fb35285d6750550080e594919f40a8e7856c2d17ba428855c084b79729f9cfa6bf1151c372f6e3c8bd9c13f9f13cb6865e87a8f7755056ad814ac880bb7178cc14aba03ae1af549d8face1e1a839b7d34f547ecf5e7c95c6514e1ec357b7337aec06b75afdfc845f106659d47ad796ceac9f879d658042359f62b96f4c06a61fdb27dceafbec9ed02c0c97600fd8c1eca8622410c8da11e8a2090cecca7f8d0091c5a63c8ffaebac7d7715efa7eaf7f993012ef14a5c8bd5c731b39d6470c16e7885a2f10652182cccc29d86a6cdee319aa4875176038971380004472084379b2285c2336b01be4decbaf2672b66a89cc5856571c6f9b05a1b5d1af25bf55ddda04052894fa93ce4504b3b448831fdd7d2fed836dc994f4b6758a49186d0,(856) 629-6906,,[],"Business Hours: Mon 08:00-17:00,Tue 08:00-17:00,Wed 08:00-17:00,Thr 08:00-17:00,Fri 08:00-17:00,Sat 08:00-16:00",
Automotive,Gaynor Automotive,"85 Greenwood Ave Montclair, NJ 07042",,(973) 744-0887,Transmission Repair,[],,
