industry,business name,address,external link,phone number,business hours,additional_info,emails,teaser
Maintenance and Repair,C & M Marine Aviation Svc,"7515 Lemmon Ave Dallas, TX 75209",,(214) 654-9270,,"Aircraft Repair & Maintenance, Government Contractors",[],
Maintenance and Repair,Performance Atv Parts,"625 Winchester Dr Bridge City, TX 77611",,(409) 697-1330,,RV Repair,[],
Maintenance and Repair,"Hutcherson, Mike","1000 S Columbia St Plainview, TX 79072",,(806) 293-1307,,Aircraft Repair & Maintenance,[],
Maintenance and Repair,Precision Aircraft Svc,"9134 Hangar Rd San Angelo, TX 76904",,(325) 949-0643,,"Aircraft Repair & Maintenance, Aircraft Dealers, Aircraft Parts",[],
Maintenance and Repair,Sport Aviation Co,"400 Howard Clemmons Rd # A Granbury, TX 76048",,(817) 573-0100,,Aircraft Repair & Maintenance,[],
Maintenance and Repair,L-3 Comms Integrated Systs LP,"510 Highland Oaks Dr Greenville, TX 75402",,(903) 457-7247,,Aircraft Repair & Maintenance,[],
Maintenance and Repair,Totally Mobile Detail Inc,"4134 Briarcrest St San Antonio, TX 78247",,(210) 490-5409,,"Auto Detailing, Painters, Aircraft Repair & Maintenance, Car Washes",[],
Maintenance and Repair,Aviall Inc,"8887 W Monroe Rd Houston, TX 77061",,(713) 948-1700,,"Aircraft Parts, Aircraft Repair & Maintenance",[],
Maintenance and Repair,RV Land,"23401 Interstate 35 Kyle, TX 78640",,(512) 234-6978,"Business Hours: Mon-Fri 8:30am-5:30pm, Sat 9am-5pm","RV Storage, Recreational Vehicles, RV Dealers, RV Repair, RV Parts & Equipment, Boat Storage, Recreational Vehicle Repair",[],
Maintenance and Repair,Smitty's Rv & Welding,"1500 Brittmoore Rd Ste 102A Houston, TX 77043",,(713) 461-9435,Business Hours: Fri 8am-5pm,"Auto Parts & Accessories, Automotive Repair, Wholesale Trailer Hitches, Welding, RV Dealers, Trailer Parts, RV Repair, Recreational Vehicle Repair, Camper Rental",[],
Maintenance and Repair,J & J Rv Svc,"10583 US Highway 190 W Livingston, TX 77351",,(936) 646-5471,,"Recreational Vehicle Repair, Recreational Vehicles, RV Repair, RV Parts & Equipment",[],
Maintenance and Repair,Sun Valley Aviation Inc,"1 Lodestar St Harlingen, TX 78550",,(956) 421-4545,"Business Hours: Sat-Sun 7am-7pm, Mon-Fri 6am-10pm","Auto Parts & Accessories, Aircraft Repair & Maintenance",[],
Maintenance and Repair,Andy Williams Aircraft Svc,"3901 Falcon Way W Fort Worth, TX 76106",,(817) 624-9851,,"Aircraft Repair & Maintenance, Wholesale Aircraft Rebuilding",[],
Maintenance and Repair,Robinson Aircraft Interiors Inc,"2105 Greenwood Dr Southlake, TX 76092",,(817) 421-3525,,"Aircraft Parts, Aircraft Repair & Maintenance",[],
Maintenance and Repair,Herndon Paint & Repair,"6327 N State Highway 78 Bonham, TX 75418",,(903) 583-3344,,"Automotive Repair, RV Repair, Auto Body Paint & Repair, Recreational Vehicle Repair",[],
Maintenance and Repair,Cottman Transmission Center,"6534 S Congress Ave Austin, TX 78745",,(512) 518-5412,"Business Hours: Mon-Fri 8am-6pm, Sat 8am-12pm","Chevrolet, American Express Accepted, Lexus, BMW, Ford, GMC, Nissan, Chrysler-Plymouth, Auto Diagnostics, Clutch Repair, RV Repair, Honda, Acura, Visa Accepted, Antique & Classic Car Restoration, Debit Card Accepted, Brake Repair, Tune Ups, Wholesale Clutches, Truck Repair, Toyota, Auto Parts & Accessories, Mazda, Jeep, Service Centers, Hyundai, Mufflers & Exhaust Manufacturers, Dodge, Smog Testing, Mastercard Accepted, Volvo, Oil Changes, Transmission Repair, Muffler Repair, Discover Accepted, Kia, Mercedes-Benz, Audi, Tires & Wheels, Engine Repair, Volkswagen, Automotive Sales & Services",[],
Maintenance and Repair,Dues Camping Center,"2619 Gulf Fwy Dickinson, TX 77539",,(281) 337-1537,,"Automotive Repair, RV Parts & Equipment, RV Repair, Wholesale Liquid Gas",[],
Maintenance and Repair,All Around Aviations,"7515 Lemmon Ave Dallas, TX 75209",,(214) 351-2055,,Aircraft Repair & Maintenance,[],
Maintenance and Repair,Texas Custom Coach,"10498 State Highway 16 S Pipe Creek, TX 78063",,(830) 510-4224,,"Recreational Vehicles, Recreational Vehicle Repair, Government Contractors, RV Manufacturers, RV Repair, Wholesale RVs",[],
Maintenance and Repair,Unified Aircraft Service,"500 N Stemmons Fwy Lake Dallas, TX 75065",,(940) 497-1036,,Aircraft Repair & Maintenance,[],
Maintenance and Repair,MTR Auto & AC Repair,"5209 Carriage Ln Corpus Christi, TX 78415",,(361) 444-8140,Business Hours: M-Su 24hr,"Oldsmobile, Truck Repair, Continental, Auto Diagnostics, Infiniti, Chrysler-Plymouth, Towing, Dodge, GMC, Motorcycle Repair, Bridgestone Tire, Auto Parts & Accessories, Toyota, Hyundai, BF Goodrich, Transmission Repair, Dunlop Tire, Lincoln-Mercury, Engine Repair, Cadillac, Toyo, Firestone, Tires, Auto Glass, Lexus, Acura, Jeep, Land Rover / Range Rover, Volvo, Audi, Clutch Repair, Saab, Volkswagen, Pontiac, Saturn, Porsche, Brake Repair, Ford, Goodyear, Isuzu, Pirelli, Oil Changes, Radiator Repair, Jaguar, Mazda, Suzuki, Honda, Uniroyal Tire, Mercedes-Benz, Antique & Classic Car Restoration, Nissan, Cooper Tire, BMW, Mitsubishi, Buick, RV Repair, Automotive Repair, General Tire, Muffler Repair, Tune Ups, Chevrolet, Subaru, Kia, Yokohama",[],
Maintenance and Repair,Winds Alfot LLC,"35 N Wynden Dr Houston, TX 77056",,(713) 621-8700,,Aircraft Repair & Maintenance,[],
Maintenance and Repair,Ala-Tex Enterprises,"1303 W US Highway 83 Alamo, TX 78516",,(956) 381-5531,,"Recreational Vehicle Repair, RV Repair, Automotive Repair",[],
Maintenance and Repair,East End Atv,"16023 East Fwy Ste 59 Channelview, TX 77530",,(281) 860-9900,,"Car Service, Automotive Sales & Services, Airport Transportation, RV Repair, Transportation Services, School Buses, Recreational Vehicle Repair",[],
Maintenance and Repair,Georges Aircraft Repair,"11674 US Highway 70 S Vernon, TX 76384",,(940) 552-5869,,Aircraft Repair & Maintenance,[],
Maintenance and Repair,Roadrunner Rv Repair,"106 County Road 440 Hondo, TX 78861",,(830) 426-4832,,"Recreational Vehicle Repair, RV Repair, Automotive Repair",[],
Maintenance and Repair,Aero Sky Llc,"2030 1st Ave San Antonio, TX 78216",,(210) 829-1701,,Aircraft Repair & Maintenance,[],
Maintenance and Repair,Class A Rv Repairs,"9500 State Highway 16 S Pipe Creek, TX 78063",,(830) 535-6007,Business Hours: Mon-Fri 8am-5pm,"RV Parks, Camper Rental, RV Storage, Auto Body Paint & Repair, RV Rentals, Visa Accepted, RV Repair, Automotive Repair, Mastercard Accepted, Recreational Vehicle Repair, Truck Repair, Campgrounds, Lodging, Wholesale Pipe, Recreational Vehicles, Camping & Travel Trailer Dealers, RV Parts & Equipment, RV Dealers",[],
Maintenance and Repair,Thyssen Air Svc,"7864 Eagle Ln Spring, TX 77379",,(281) 655-9363,,Aircraft Repair & Maintenance,[],
Maintenance and Repair,Camping World,"11271 US Highway 69 N Tyler, TX 75706",,(903) 882-1396,"Business Hours: Sun 10am-5pm, Mon-Fri 8am-7pm, Sat 8am-6pm","RV Parts & Equipment, Motor Home Dealers, Recreational Vehicle Repair, Trailer Dealers, Wholesale RVs, Repair Shops, Recreational Vehicles, RV Dealers, Wholesale Trailers, Camper Manufacturers, Trailer Repair, RV Repair, RV Rentals",[],
Maintenance and Repair,Colonia Del Ray Rv Sales,"10030 S Padre Island Dr Corpus Christi, TX 78418",,(361) 937-5703,"Business Hours: Mon-Fri 8am-5pm, Sat 10am-3pm","Camping & Travel Trailer Dealers, Auto Body Paint & Repair, Trailer Storage, RV Manufacturers, Recreational Vehicle Repair, Camper Rental, RV Parts & Equipment, Recreational Vehicles, RV Dealers, RV Repair",[],
Maintenance and Repair,L-3 Vertex Aerospace,"204 E 1st St # 2398 Del Rio, TX 78840",,(830) 298-1222,,"Aircraft Repair & Maintenance, Other Instrument Manufacturers, Aircraft Equipment Manufacturers, Aircraft Parts",[],
Maintenance and Repair,Jsf,"4680 Glenn Curtiss Dr Addison, TX 75001",,(972) 818-6300,,Aircraft Repair & Maintenance,[],
Maintenance and Repair,Signature Flight Support,"4321 Emma Browning Ave Austin, TX 78719",,(512) 530-5451,,"Air Travel, Aircraft Repair & Maintenance, Aircraft Rental, Airports",[],
Maintenance and Repair,L-3 Communications,"7500 Maehr Rd Waco, TX 76705",,(254) 799-5533,,"Communications, Wholesale Communications Equipment, Broadcasting Equipment Manufacturers, Aircraft Repair & Maintenance, Wholesale Aircraft Rebuilding, Aircraft Modifications Manufacturers, Aircraft Manufacturers, Government Contractors, Aircraft Equipment Manufacturers, Wholesale Aircraft Avionics, Communications Equipment Manufacturers",[],
Maintenance and Repair,K I Interiors,"801 Airway Dr Fort Worth, TX 76106",,(817) 624-3770,,"Interior Decoration & Design, Aircraft Repair & Maintenance",[],
Maintenance and Repair,Flight Schools USA Corp,"1336 County Road 200 Meadow, TX 79345",,(806) 585-6500,,"Wholesale Aircraft Engines, Aircraft Schools, Aircraft Rental, Airport Consultants, Photography, Aircraft Parts, Aircraft Storage, Aircraft Repair & Maintenance, Aircraft Dealers, Wholesale Aircraft Avionics",[],
Maintenance and Repair,Georgetown Jet Ctr INC,"205 Corsair Dr Georgetown, TX 78628",,(512) 863-3540,,Aircraft Repair & Maintenance,[],
Maintenance and Repair,Altair Aviation,"5003 Maher Ave Laredo, TX 78041",,(956) 791-3500,,"Engine Maintenance, Aircraft Repair & Maintenance",[],
Maintenance and Repair,J A B B Aircraft Svc LLC,"21904 Northwest Fwy Cypress, TX 77429",,(281) 894-7742,,Aircraft Repair & Maintenance,[],
Maintenance and Repair,High Chapparal RV Sales & Prts,"2501 S Water St Burnet, TX 78611",,(512) 756-8109,,"RV Dealers, RV Parks, RV Repair, Campgrounds, Recreational Vehicle Repair, Recreational Vehicles",[],
Maintenance and Repair,Universal Weather & Aviation,"8787 Tallyho Rd Houston, TX 77061",,(713) 947-0146,Business Hours: Mon. - Fri. 9am - 5pm;Sat. - Sun. CLOSED,"Government Contractors, Aircraft Equipment Manufacturers, Aircraft Repair & Maintenance, Aviation Consultants, Management Services, Airlines, Computer System Designers, Computer Programming Services",[],
Maintenance and Repair,Superior Auto Repair,"1159 S Burleson Blvd Burleson, TX 76028",,(817) 447-4432,Business Hours: Mon-Sat. 8am-6pm,"Wholesale Trailer Hitches, Mercedes-Benz, Mazda, Volkswagen, Kia, Chrysler-Plymouth, Ford, Transmission Repair, Honda, Engine Repair, Hyundai, Clutch Repair, Wholesale Truck Parts, Lexus, Marine Service Station, Service Centers, Acura, Tires, Continental, Chevrolet, Oil Changes, Used Car Dealers, Audi, Brake Repair, Volvo, Truck Repair, New Truck Dealers, Auto Parts & Accessories, Muffler Repair, Nissan, GMC, Motorcycle Repair, Firestone, Tune Ups, Toyota, Radiator Repair, Auto Diagnostics, Automotive Repair, Goodyear, Auto Restoration, RV Repair, Antique & Classic Car Restoration, BMW, Dodge, Truck Canopies & Shells, Wholesale Tires, Toyo, Jeep, Tires & Wheels, Yokohama",[],
Maintenance and Repair,Trimec Aviation,"200 Aviation Way Fort Worth, TX 76106",,(817) 626-1376,Business Hours: Daily 24 Hours,"Aircraft Dealers, Aircraft Repair & Maintenance",[],
Maintenance and Repair,Burnet County Cycles,"1610 N US Highway 281 Marble Falls, TX 78654",,(830) 798-0800,,"RV Repair, Motorcycle Dealers, Motorcycle Repair",[],
Maintenance and Repair,Tex-Air Helicopters Inc,"8919 Paul B Koonce St Houston, TX 77061",,(713) 649-6344,,"Aircraft Rental, Aircraft Repair & Maintenance, Helicopter Charters",[],
Maintenance and Repair,Danny's RV Service,"110 S Mayhill Rd Denton, TX 76208",,(940) 591-9100,Business Hours: Mon-Fri 8am-6pm,"Car Insurance, Wholesale RVs, Professional Services, Auto Body Paint & Repair, Recreational Vehicle Repair, RV Repair, Automotive Repair, Recreational Vehicles, RV Parts & Equipment, Brake Repair, RV Dealers, RV Manufacturers",[],
Maintenance and Repair,Stark's Aviation,"1600 Airport Rd Olney, TX 76374",,(940) 564-2938,,"Key Making, Locksmiths, Keys, Aircraft Repair & Maintenance",[],
Maintenance and Repair,Jag Aviation,"357 McGregor Airport Rd Mc Gregor, TX 76657",,(254) 848-2345,"Business Hours: Sun 9am-7pm, Mon-Sat 7am-7pm","Wholesale Aircraft Avionics, Aircraft Repair & Maintenance, Wholesale Aviation Fuel",[],
Maintenance and Repair,Southern Star Aviation,"131 Airport Dr Ste 102 Midlothian, TX 76065",,(972) 923-0922,,"Aircraft Repair & Maintenance, Airline Training Schools, Engine Maintenance, Aircraft Dealers",[],
Maintenance and Repair,Chromalloy Gas Turbine LLC,"1648 S Interstate 35E Carrollton, TX 75006",,(972) 242-8446,,"Allied Metal Services, Aircraft Repair & Maintenance",[],
Maintenance and Repair,Davcor Aviation Services Inc,"431 Isom Rd Ste 125 San Antonio, TX 78216",,(210) 328-2227,,"Aircraft Repair & Maintenance, Government Contractors",[],
Maintenance and Repair,Texas Rv Supply,"2211 Austin Hwy San Antonio, TX 78218",,(210) 655-1761,Business Hours: Mon-Fri 7:30am-5pm,"Recreational Vehicle Repair, Recreational Vehicles, Mobile Home Parts, RV Repair, Government Contractors, Alternative Fuels, Wholesale Propane Gas Equipment, Wholesale Trailer Hitches, RV Dealers, RV Parts & Equipment, Propane, Automotive Repair, Auto Parts & Accessories",[],
Maintenance and Repair,Recaro Aircraft Seating,"2275 Eagle Pkwy Fort Worth, TX 76177",,(817) 490-9160,,"Aircraft Upholstery, Aircraft Repair & Maintenance",[],
Maintenance and Repair,RV Masters Inc,"1967 Bingle Rd Houston, TX 77055",,(713) 461-2300,"Business Hours: Mon-Fri 8am-6pm, Sat 9am-12pm","Recreational Vehicle Repair, Camping & Travel Trailer Dealers, Recreational Vehicles, RV Dealers, Trailer Repair, Generator Manufacturers, RV Parts & Equipment, Service Centers, RV Repair, Auto Body Paint & Repair",[],
Maintenance and Repair,Brundage Aviation,"2 Airport Rd Taylor, TX 76574",,(512) 365-8984,,"Aircraft Repair & Maintenance, Aircraft Dealers",[],
Maintenance and Repair,Barham Aviation,"299 L V Selz Rd Bridgeport, TX 76426",,(940) 683-3996,,"Engine Maintenance, Aircraft Repair & Maintenance",[],
Maintenance and Repair,Aero Clinic INC,"424 US Highway 385 S Seminole, TX 79360",,(432) 758-6455,,"Aircraft Repair & Maintenance, Health Clinics",[],
Maintenance and Repair,In-Aviation Service,"1746 Entrance Dr New Braunfels, TX 78130",,(830) 626-0556,,"Aircraft Repair & Maintenance, Aircraft Dealers",[],
Maintenance and Repair,East Texas Turbines,"335 Airport Dr Tyler, TX 75704",,(903) 595-6366,Business Hours: Mon-Fri 8am-5pm,Aircraft Repair & Maintenance,[],
Maintenance and Repair,Bonded Inspections Inc,"3840 Marquis Dr Garland, TX 75042",,(972) 272-8848,,"Laboratories, Testing Services, Medical Services, Testing Labs, Engine Maintenance, Aircraft Repair & Maintenance",[],
Maintenance and Repair,Capital Aviation Group,"7864 Eagle Ln Spring, TX 77379",,(832) 588-5550,,Aircraft Repair & Maintenance,[],
Maintenance and Repair,Briscoe Alignment & Tire,"822 S Elm St Denton, TX 76201",,(940) 382-1331,Business Hours: Mon 07:00 AM-06:00 PM;Tue 07:00 AM-06:00 PM;Wed 07:00 AM-06:00 PM;Thu 07:00 AM-06:00 PM;Fri 07:00 AM-06:00 PM;Sat 02:00 PM-12:00 PM,"Continental, Mastercard Accepted, Recreational Vehicle Repair, Automotive Repair, Tire Manufacturers, Brake Repair, Tires & Wheels, Wholesale Tires, Visa Accepted, Yokohama, Michelin, RV Repair, Toyo, Tires, Truck Repair",[],
Maintenance and Repair,North Texas RV,"2005 S Sam Rayburn Fwy Sherman, TX 75090",,(903) 893-8659,Business Hours: Mon 08:00 AM-06:00 PM;Tue 08:00 AM-06:00 PM;Wed 08:00 AM-06:00 PM;Thu 08:00 AM-06:00 PM;Fri 08:00 AM-06:00 PM;Sat 09:00 AM-05:00 PM,"Recreational Vehicle Repair, Recreational Vehicles, Generator Manufacturers, Campgrounds, Sales Organizations, Used RV Dealers, RV Dealers, Shop Online, Camper Rental, RV Repair",[],
Maintenance and Repair,Honeywell Aerospace,"7825 Ridgepoint Dr Irving, TX 75063",,(972) 402-4300,,"Aircraft Repair & Maintenance, Engine Maintenance, Wholesale Aircraft Instruments",[],
Maintenance and Repair,All Star Avionics,"10615 Spencer Hwy La Porte, TX 77571",,(281) 471-7827,,"Aircraft Repair & Maintenance, Wholesale Aircraft Avionics",[],
Maintenance and Repair,Pro Touch Automotive Paint Systems,"109 S Main St Nolanville, TX 76559",,(254) 681-2020,"Business Hours: Mon-Fri 7:30am-6pm, Sat 9am-1pm","Check, Extended Warranty Plans, Insured, Recreational Vehicles, Auto Body Paint & Repair, Licensed, Insurance Accepted, RV Repair, Cash, Paint, Military Discount, Recreational Vehicle Repair, Claims Processing, Automotive Repair, Paintless Dent Removal, Ski Apparel, New Truck Dealers, References Available, Picture Frame Repair",[],
Maintenance and Repair,Ccr,"10093 S Texas State Highway 87 Newton, TX 75966",,(409) 423-6756,Business Hours: Mon. - Fri. 9am - 5pm;Sat. - Sun. CLOSED,"Recreational Vehicle Repair, RV Repair, Auto Body Paint & Repair",[],
Maintenance and Repair,Perkins Aircraft Windows,"2600 Cherry Ln Fort Worth, TX 76116",,(817) 877-1966,,Aircraft Repair & Maintenance,[],
Maintenance and Repair,Bob's Mobile Rv Svc,"9215 Highway 6 Hitchcock, TX 77563",,(409) 986-8484,,"Automotive Repair, Recreational Vehicle Repair, RV Repair",[],
Maintenance and Repair,Global Aviation Svc,"17555 John F Kennedy Blvd Houston, TX 77032",,(281) 443-3533,,"Aircraft Repair & Maintenance, Government Contractors, Aircraft Support, Aircraft Dealers",[],
Maintenance and Repair,Encore RV,"2101 NW Stallings Dr Nacogdoches, TX 75964",,(936) 569-1600,Business Hours: M-F 8:00 AM- 5:00 PM Saturday by appointment,"Shop Online, RV Dealers, RV Repair, Recreational Vehicles, Recreational Vehicle Repair, Motor Home Dealers",[],
Maintenance and Repair,National Flight Svc Inc,"1160 Arion Pkwy # 102 San Antonio, TX 78216",,(210) 495-1411,,"Aircraft Engine Manufacturers, Professional Services, Aircraft Repair & Maintenance, Wholesale Aircraft Engines, Aircraft Parts",[],
Maintenance and Repair,Elite Turbine Maintenance,"4500 Claire Chennault St Addison, TX 75001",,(972) 713-7707,,"Aircraft Repair & Maintenance, Government Contractors",[],
Maintenance and Repair,Sinister Offroad,"15334 State Highway 155 S Tyler, TX 75703",,(903) 561-2991,,"Motorcycle Repair, RV Repair, Recreational Vehicle Repair",[],
Maintenance and Repair,R & D Propane Inc,"12920 FM 1764 Rd Santa Fe, TX 77510",,(409) 925-7610,,"Propane, Wholesale Solar Energy Equipment, Gas Companies, RV Repair, Wholesale Generators, Wholesale Liquid Gas",[],
Maintenance and Repair,Atlantic Aviation,"4309 Emma Browning Ave Austin, TX 78719",,(512) 530-7000,,"Airport Consultants, Airports, Aircraft Dealers, Aircraft Repair & Maintenance, Airport Transportation, Aircraft Rental, Fuel System Repair",[],
Maintenance and Repair,Maats,"8501 Telephone Rd Houston, TX 77061",,(713) 643-6300,Business Hours: Mon-Fri 8am-11:45pm ; 24 Hour Emergency Service Available,"Aircraft Repair & Maintenance, Aircraft Supplies, Aircraft Radio Repair, Aircraft Engine Manufacturers",[],
Maintenance and Repair,Tri-Star Aviation Inc,"10615 Spencer Hwy La Porte, TX 77571",,(281) 470-7827,,"Aircraft Painting, Aircraft Parts, Aircraft Storage, Aircraft Schools, Aircraft Repair & Maintenance, Wholesale Aviation Fuel",[],
Maintenance and Repair,Nevitt Aircraft Inc,"4309 Emma Browning Ave Austin, TX 78719",,(512) 389-9879,,Aircraft Repair & Maintenance,[],
Maintenance and Repair,United Aviation Accessories,"2075 S Burleson Blvd Burleson, TX 76028",,(817) 447-8000,,"Aircraft Parts Manufacturers, Aircraft Repair & Maintenance, Aircraft Upholstery",[],
Maintenance and Repair,George's Professional Pilot,"557 Sandau Rd San Antonio, TX 78216",,(210) 366-2349,,"Aircraft Repair & Maintenance, Transportation Services",[],
Maintenance and Repair,Michels Aviation Llc,"1280 Airport Blvd Mesquite, TX 75181",,(972) 222-8128,,"Aircraft Repair & Maintenance, Engine Maintenance",[],
Maintenance and Repair,Airbus Ds Space Systems Inc.,"555 Forge River Rd Ste 115 Webster, TX 77598",,(281) 461-8409,Business Hours: Mon-Fri 8am-5pm,"Telecommunications, Communications Equipment Manufacturers, Government Contractors, Aircraft Repair & Maintenance, Aircraft Equipment Manufacturers",[],
Maintenance and Repair,Nasa,"8101 Boeing Dr El Paso, TX 79925",,(915) 782-5250,,Aircraft Repair & Maintenance,[],
Maintenance and Repair,Sherline Co.,"7999 Hansen Rd Ste 307 Houston, TX 77061",,(713) 943-2422,,"Aircraft Upholstery, Aircraft Repair & Maintenance",[],
Maintenance and Repair,Terry Vaughn RVS,"10831 Gulf Fwy Houston, TX 77034",,(713) 944-1292,,"RV Repair, RV Dealers, Recreational Vehicles",[],
Maintenance and Repair,Jet Services,"7930 Airport Blvd Houston, TX 77061",,(713) 649-1370,,"Engine Maintenance, Aircraft Repair & Maintenance",[],
Maintenance and Repair,Aero Dynamics,"8001 Lemmon Ave Dallas, TX 75209",,(214) 352-2376,,"Aircraft Repair & Maintenance, Management Services",[],
Maintenance and Repair,L & M Automotive,"2002 Chestnut St Bastrop, TX 78602",,(512) 321-6958,Business Hours: Mon-Fri 7:30am-5:30am,"Auto Wreckers, Towing, RV Repair, Wrecking & Demolition, Brake Repair, Camper Rental, Marine Service Station, Auto Inspections, Auto Parts & Accessories, Auto Repair Manuals, Automotive Repair, Visa Accepted, Recreational Vehicle Repair, Transmission Repair, Auto Body Paint & Repair, Mastercard Accepted, Excavating Contractors, Auto Diagnostics, Transmission Manufacturers, American Express Accepted, Truck Repair, Wholesale Automotive, Muffler Repair, Wrecker Equipment Rental, Discover Accepted, Mufflers & Exhaust Manufacturers, Towing & Wrecking, Manufacturers",[],
Maintenance and Repair,Davids RV Repair and Service Center,"4915 Branch Hollow Dr The Colony, TX 75056",,(972) 625-1836,Business Hours: mon-sat 7am-7pm,"American Express Accepted, Trailer Repair, Visa Accepted, RV Repair, Mastercard Accepted, RV Parts & Equipment",[],
Maintenance and Repair,Aero Tech Aircraft Svc LLC,"21755 Luisa San Antonio, TX 78259",,(210) 396-0898,,Aircraft Repair & Maintenance,[],
Maintenance and Repair,On-Site Rv Repair,"15131 N Ih Ste A17 Elm Mott, TX 76640",,(254) 829-2190,,"Recreational Vehicle Repair, Automotive Repair, RV Repair",[],
Maintenance and Repair,San Antonio Propeller Svc,"234 W Turbo Dr San Antonio, TX 78216",,(210) 342-4452,,"Government Contractors, Aircraft Parts, Aircraft Repair & Maintenance, Propeller Repair, Professional Services",[],
Maintenance and Repair,Landmark Aviation,"17250 Chanute Rd Houston, TX 77032",,(281) 209-2673,,Aircraft Repair & Maintenance,[],
Maintenance and Repair,Continental Aircraft Mntnc,"3400 Spirit of Texas Dr # 100 Austin, TX 78719",,(512) 530-6010,,Aircraft Repair & Maintenance,[],
Maintenance and Repair,High Tech Transmission,"8267 Bandera Rd San Antonio, TX 78250",,(210) 520-1097,Business Hours: Mon. - Fri. 8am - 6pm;Sat. 8am - 1pm;Sun. CLOSED,"Mastercard Accepted, Recreational Vehicle Repair, Visa Accepted, American Express Accepted, Auto Diagnostics, Transmission Repair, Discover Accepted, RV Repair, Automotive Repair",[],
Maintenance and Repair,Allied Signal Aircraft Landing,"16580 Air Center Blvd Houston, TX 77032",,(281) 821-2799,,Aircraft Repair & Maintenance,[],
Maintenance and Repair,E K F Motor Co,"2700 Tibbets Dr Bedford, TX 76022",,(817) 283-2508,,"RV Repair, Wholesale Electric Motor Repair",[],
Maintenance and Repair,Dyn Corp Intl Inc,"13500 Heritage Pkwy Fort Worth, TX 76177",,(817) 224-8200,,"Bookkeeping, Government Contractors, Aircraft Repair & Maintenance",[],
Maintenance and Repair,Aviation Structure Repairs,"3031 Candleside Dr San Antonio, TX 78244",,(210) 661-6454,,Aircraft Repair & Maintenance,[],
Maintenance and Repair,Duncan Aviation Inc,"8915 Randolph St Houston, TX 77061",,(713) 644-0352,,Aircraft Repair & Maintenance,[],
Maintenance and Repair,Ronnie Bock's Kerrville RV,"1600 Sidney Baker St Kerrville, TX 78028",,(830) 792-3646,"Business Hours: Sat 9am-1pm, Mon-Fri 8am-5pm","Recreational Vehicle Repair, Wholesale Trailers, Recreational Vehicles, RV Repair, RV Dealers, Trailer Dealers, RV Parts & Equipment",[],
Retail,Retail,"3017 Luisa Ln Alvarado, TX 76009",,(817) 402-5122,,General Merchandise Stores,[],
Retail,O'Neill Retail,"3000 Grapevine Mills Pkwy Grapevine, TX 76051",,(972) 539-8998,,"Athletic Clothing, General Merchandise Stores, Clothing",[],
Retail,Skechers Retail,"15825 North Fwy Ste 580 Fort Worth, TX 76177",,(682) 831-1762,,"Athletic Clothing, Women's Clothing, Factory Outlets, Shoes",[],
Retail,Retail Pro,"2555 Westhollow Dr Houston, TX 77082",,(281) 558-7301,,"General Merchandise Stores, Deordorant, Computer Consultants, Air Fresheners, Glue, Soap",[],
Retail,Candle Retail,"2950 W Interstate 20 Grand Prairie, TX 75052",,(972) 602-9977,,"Women's Clothing, Candles",[],
Retail,Centergy Retail,"8235 Douglas Ave Ste 900 Dallas, TX 75225",,(214) 368-7200,,Real Estate Developers,[],
Retail,SKECHERS Retail,"10255 North Fwy Houston, TX 77037",,(281) 847-3836,,"Factory Outlets, Shoes",[],
Retail,Crocs Retail,"1201 Lake Woodlands Dr Ste 64 The Woodlands, TX 77380",,(281) 298-9014,,"Shop Online, General Merchandise Stores, Shopping Centers & Malls, Deordorant, Shoes, Soap, Glue, Air Fresheners",[],
Retail,Windstream Retail,"410 N Broadway St Post, TX 79356",,(806) 495-3864,,"Internet-Related Services, General Merchandise Stores, Deordorant, Glue, Cable TV, Radio Broadcasting, Air Fresheners, Phone Equipment, Soap, Communications, Telecommunications, Telephone Companies, Computer & Internet Services, Answering & Paging Service, Telephone Equipment Manufacturers, Wholesale Telephone Equipment",[],
Retail,Usa Retail,"4311 N 10th St Ste F2 McAllen, TX 78504",,(956) 429-3056,,"Glue, General Merchandise Stores, Soap, Deordorant, Air Fresheners",[],
Retail,Patterson Retail,"8004 W Virginia Dr Apt 907 Dallas, TX 75237",,(469) 766-6207,,General Merchandise Stores,[],
Retail,Retail Concepts,"6100 Westheimer Rd Ste 126 Houston, TX 77057",,(713) 783-8180,,General Merchandise Stores,[],
Retail,West8 Retail,"10001 Westheimer Rd Ste 2888 Houston, TX 77042",,(713) 975-6288,,General Merchandise Stores,[],
Retail,Retail Strategy,"8211 Edgemoor Pl Austin, TX 78749",,(512) 494-4500,,General Merchandise Stores,[],
Retail,Retail Therapy,"10782 Grant Rd Houston, TX 77070",,(281) 955-0806,"Business Hours: Mon-Fri 10am-6pm, Sat 10am-5pm","Women's Clothing, Used Clothing, Consignment Shops",[],
Retail,Riverway Retail,"9121 Elizabeth Rd Ste 106 Houston, TX 77055",,(713) 365-0055,,General Merchandise Stores,[],
Retail,Women's Apparel Retail,"5860 N Mesa St Ste 102 El Paso, TX 79912",,(915) 587-8111,,"Women's Clothing, Clothing",[],
Retail,Tommy Hilfiger Retail,"5000 Katy Mills Cir Ste 322 Katy, TX 77494",,(281) 644-5888,Business Hours: Mon. - Sat. 9am - 10pm;Sun. 10am - 7pm,"Mastercard Accepted, Sleepwear, Clothing, Visa Accepted, Factory Outlets",[],
